angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,median_brightness,sharpness,dynamic_range,snr,motion_magnitude,delta_response,delta_entropy,delta_gradient_energy,delta_sharpness,delta_motion_mag,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.0,11.005,-0.002,11.0,0.0,0.961,0.162,7.268,0.008,0.449,0.447,3034.654,1.0,8.887,11.005,0.004,-0.013,-0.0,-28.908,0.232,14.176,0.086,0.179,0.01,0.643,-0.005,0.002
0.0,11.009,-1.007,11.0,-1.0,0.963,0.159,7.264,0.008,0.442,0.435,2938.534,1.0,8.896,11.055,0.002,-0.004,-0.0,-96.121,0.05,14.312,0.098,0.192,0.012,0.647,-0.009,0.007
0.0,11.004,-2.998,11.0,-3.0,0.962,0.159,7.256,0.008,0.444,0.439,2989.517,1.0,8.916,11.405,-0.001,-0.009,0.0,50.983,0.35,14.299,0.103,0.199,0.014,0.646,-0.004,-0.002
0.0,11.005,-9.003,11.0,-9.0,0.96,0.155,7.229,0.008,0.437,0.431,2925.063,1.0,9.025,14.219,-0.002,-0.026,-0.0,-64.454,2.814,13.988,0.092,0.125,0.008,0.638,-0.005,0.003
0.0,10.998,12.983,11.0,13.0,0.923,0.165,7.304,0.008,0.453,0.451,3000.08,1.0,8.778,17.015,-0.037,0.075,0.0,75.017,2.796,13.577,0.097,0.107,0.008,0.644,0.002,0.017
0.0,11.008,6.98,11.0,7.0,0.945,0.162,7.291,0.008,0.446,0.443,2949.749,1.0,8.81,13.034,0.021,-0.012,-0.0,-50.331,-3.981,13.931,0.085,0.117,0.007,0.643,-0.008,0.02
0.0,12.007,-1.007,12.0,-1.0,0.957,0.159,7.266,0.008,0.444,0.443,2971.113,1.0,8.897,12.049,0.013,-0.026,-0.0,21.364,-0.985,14.182,0.096,0.177,0.012,0.644,-0.007,0.007
0.0,12.0,-7.001,12.0,-7.0,0.959,0.159,7.241,0.008,0.448,0.439,3062.376,1.0,8.986,13.893,0.001,-0.024,0.0,91.263,1.843,14.0,0.099,0.159,0.01,0.64,0.0,0.001
0.0,12.003,4.981,12.0,5.0,0.947,0.164,7.288,0.008,0.453,0.451,3044.396,1.0,8.829,12.996,-0.011,0.047,0.0,-17.98,-0.897,13.865,0.087,0.119,0.007,0.638,-0.003,0.019
0.0,13.0,-12.99,13.0,-13.0,0.948,0.156,7.215,0.008,0.444,0.435,3015.163,1.0,9.081,18.378,0.001,-0.073,-0.0,-29.233,5.382,13.629,0.088,0.092,0.007,0.634,0.0,-0.01
0.0,13.006,-13.992,13.0,-14.0,0.947,0.155,7.212,0.008,0.44,0.431,2951.228,1.0,9.091,19.103,-0.001,-0.003,-0.0,-63.934,0.725,13.601,0.085,0.083,0.007,0.633,-0.006,-0.008
0.0,13.005,-1.005,13.0,-1.0,0.959,0.161,7.269,0.008,0.448,0.447,3012.096,1.0,8.902,13.044,0.012,0.057,0.0,60.868,-6.059,14.065,0.095,0.167,0.011,0.644,-0.005,0.005
0.0,13.006,-5.001,13.0,-5.0,0.956,0.159,7.253,0.008,0.446,0.443,3018.11,1.0,8.949,13.935,-0.003,-0.015,-0.0,6.014,0.891,14.069,0.105,0.179,0.012,0.646,-0.006,0.001
0.0,13.01,9.984,13.0,10.0,0.928,0.165,7.303,0.008,0.455,0.455,3022.642,1.0,8.804,16.4,-0.028,0.05,0.0,4.532,2.465,13.621,0.094,0.078,0.007,0.645,-0.01,0.016
0.0,13.001,10.983,13.0,11.0,0.924,0.165,7.306,0.008,0.455,0.455,3024.653,1.0,8.794,17.019,-0.004,0.003,-0.0,2.011,0.619,13.562,0.091,0.076,0.007,0.645,-0.001,0.017
0.0,13.001,11.978,13.0,12.0,0.92,0.166,7.308,0.008,0.456,0.455,3032.674,1.0,8.789,17.678,-0.003,0.002,0.0,8.021,0.659,13.505,0.089,0.076,0.008,0.644,-0.001,0.022
0.0,13.006,3.989,13.0,4.0,0.945,0.163,7.288,0.008,0.451,0.451,3025.718,1.0,8.847,13.604,0.024,-0.021,-0.0,-6.956,-4.074,13.853,0.086,0.115,0.007,0.637,-0.006,0.011
0.0,13.005,7.979,13.0,8.0,0.935,0.166,7.298,0.008,0.457,0.455,3060.205,1.0,8.815,15.258,-0.01,0.011,0.0,34.487,1.654,13.65,0.086,0.08,0.007,0.641,-0.005,0.021
0.0,1.004,0.006,1.0,0.0,0.989,0.159,7.246,0.008,0.444,0.439,3010.895,1.0,8.902,1.004,0.054,-0.052,-0.0,-49.31,-14.254,21.356,0.652,0.92,0.224,0.842,-0.004,-0.006
0.0,1.006,11.99,1.0,12.0,0.958,0.162,7.279,0.008,0.447,0.447,2991.849,1.0,8.803,12.032,-0.032,0.033,0.0,-19.046,11.028,14.112,0.12,0.184,0.014,0.661,-0.006,0.01
0.0,1.993,-0.998,2.0,-1.0,0.987,0.159,7.244,0.008,0.444,0.439,3021.971,1.0,8.899,2.229,0.029,-0.035,-0.0,30.122,-9.803,18.012,0.364,0.744,0.099,0.741,0.007,-0.002
0.0,2.004,-1.994,2.0,-2.0,0.985,0.158,7.241,0.008,0.44,0.435,2981.249,1.0,8.91,2.827,-0.002,-0.003,-0.0,-40.722,0.598,16.967,0.248,0.641,0.062,0.707,-0.004,-0.006
0.0,2.015,1.996,2.0,2.0,0.986,0.161,7.255,0.008,0.448,0.443,3053.669,1.0,8.874,2.836,0.001,0.015,0.0,72.42,0.009,16.924,0.274,0.663,0.075,0.723,-0.015,0.004
0.0,1.994,6.989,2.0,7.0,0.972,0.162,7.271,0.008,0.448,0.447,3039.55,1.0,8.814,7.268,-0.014,0.015,0.0,-14.119,4.431,14.837,0.157,0.35,0.027,0.678,0.006,0.011
0.0,3.002,-2.992,3.0,-3.0,0.983,0.158,7.239,0.008,0.44,0.435,2970.619,1.0,8.913,4.239,0.01,-0.032,-0.0,-68.931,-3.029,15.851,0.135,0.466,0.031,0.681,-0.002,-0.008
0.0,4.0,-9.986,4.0,-10.0,0.974,0.154,7.208,0.008,0.438,0.431,2966.152,1.0,9.053,10.757,-0.009,-0.031,-0.0,-4.467,6.519,14.121,0.073,0.088,0.006,0.645,0.0,-0.014
0.0,3.997,-6.993,4.0,-7.0,0.978,0.158,7.223,0.008,0.443,0.435,3046.936,1.0,8.987,8.054,0.004,0.015,0.0,80.784,-2.703,14.449,0.07,0.173,0.008,0.651,0.003,-0.007
0.0,4.001,8.987,4.0,9.0,0.96,0.164,7.281,0.008,0.452,0.447,3067.652,1.0,8.791,9.838,-0.018,0.057,0.0,20.716,1.783,14.332,0.126,0.256,0.018,0.668,-0.001,0.013
0.0,5.003,12.982,5.0,13.0,0.944,0.163,7.291,0.008,0.448,0.447,2966.529,1.0,8.766,13.912,-0.016,0.01,-0.0,-101.123,4.074,13.88,0.11,0.177,0.013,0.658,-0.003,0.018
0.0,5.006,7.982,5.0,8.0,0.965,0.164,7.281,0.008,0.452,0.447,3045.289,1.0,8.794,9.422,0.021,-0.01,0.0,78.76,-4.49,14.418,0.129,0.26,0.018,0.669,-0.006,0.018
0.0,5.998,-10.993,6.0,-11.0,0.968,0.156,7.208,0.008,0.442,0.435,3015.936,1.0,9.062,12.522,0.003,-0.073,-0.0,-29.352,3.1,13.906,0.068,0.037,0.005,0.64,0.002,-0.007
0.0,6.008,-2.0,6.0,-2.0,0.981,0.159,7.251,0.008,0.443,0.443,2994.422,1.0,8.89,6.332,0.013,0.043,0.0,-21.514,-6.19,15.332,0.14,0.365,0.024,0.673,-0.008,-0.0
0.0,6.008,-6.996,6.0,-7.0,0.978,0.158,7.229,0.008,0.444,0.439,3051.052,1.0,8.981,9.221,-0.004,-0.023,0.0,56.63,2.889,14.305,0.069,0.142,0.007,0.646,-0.008,-0.004
0.0,7.007,-5.992,7.0,-6.0,0.975,0.158,7.236,0.008,0.443,0.439,3013.797,1.0,8.959,9.219,-0.003,0.008,-0.0,-37.255,-0.002,14.43,0.085,0.175,0.01,0.648,-0.007,-0.008
0.0,6.999,9.992,7.0,10.0,0.951,0.165,7.292,0.008,0.452,0.451,3032.816,1.0,8.783,12.199,-0.024,0.055,0.0,19.019,2.98,14.013,0.113,0.183,0.013,0.66,0.001,0.008
0.0,7.004,11.988,7.0,12.0,0.942,0.165,7.294,0.008,0.453,0.451,3029.447,1.0,8.769,13.884,-0.009,0.002,0.0,-3.369,1.685,13.783,0.104,0.163,0.012,0.659,-0.004,0.012
0.0,8.011,-11.994,8.0,-12.0,0.964,0.154,7.206,0.008,0.438,0.431,2971.184,1.0,9.076,14.424,0.023,-0.088,-0.0,-58.263,0.539,13.816,0.072,0.048,0.005,0.635,-0.011,-0.006
0.0,8.003,-13.99,8.0,-14.0,0.959,0.155,7.199,0.008,0.441,0.435,2989.88,1.0,9.1,16.117,-0.005,-0.007,0.0,18.696,1.694,13.748,0.086,0.059,0.006,0.634,-0.003,-0.01
0.0,8.004,-2.008,8.0,-2.0,0.975,0.16,7.253,0.008,0.444,0.443,3003.55,1.0,8.895,8.252,0.016,0.054,0.0,13.67,-7.865,14.813,0.116,0.273,0.018,0.659,-0.004,0.008
0.0,8.007,-6.992,8.0,-7.0,0.971,0.156,7.233,0.008,0.44,0.435,2976.692,1.0,8.986,10.63,-0.003,-0.02,-0.0,-26.858,2.378,14.244,0.085,0.144,0.008,0.641,-0.007,-0.008
0.0,7.999,-8.993,8.0,-9.0,0.97,0.156,7.223,0.008,0.44,0.431,2992.358,1.0,9.024,12.035,-0.002,-0.009,0.0,15.666,1.405,14.011,0.074,0.091,0.006,0.637,0.001,-0.007
0.0,8.009,12.974,8.0,13.0,0.937,0.166,7.298,0.008,0.456,0.459,3068.988,1.0,8.767,15.247,-0.032,0.075,0.0,76.63,3.211,13.638,0.106,0.146,0.012,0.656,-0.009,0.026
0.0,9.006,-9.985,9.0,-10.0,0.964,0.155,7.219,0.008,0.438,0.431,2968.612,1.0,9.047,13.447,0.027,-0.079,-0.001,-100.376,-1.8,13.922,0.075,0.081,0.005,0.636,-0.006,-0.015
0.0,9.01,-3.996,9.0,-4.0,0.973,0.158,7.249,0.008,0.442,0.439,2984.156,1.0,8.927,9.856,0.009,0.03,0.0,15.544,-3.59,14.53,0.111,0.221,0.014,0.651,-0.01,-0.004
0.0,9.012,10.986,9.0,11.0,0.942,0.166,7.296,0.008,0.456,0.455,3065.152,1.0,8.782,14.21,-0.032,0.047,0.0,80.996,4.354,13.758,0.1,0.136,0.009,0.652,-0.012,0.014
0.0,9.015,0.996,9.0,1.0,0.968,0.161,7.267,0.008,0.447,0.443,3014.143,1.0,8.875,9.07,0.027,-0.028,-0.0,-51.008,-5.14,14.447,0.093,0.223,0.011,0.649,-0.015,0.004
0.0,9.013,1.993,9.0,2.0,0.966,0.162,7.27,0.008,0.449,0.447,3030.029,1.0,8.865,9.231,-0.002,0.002,0.0,15.885,0.162,14.377,0.09,0.208,0.01,0.648,-0.013,0.007
0.0,0.0,0.0,0.0,0.0,1.0,0.117,6.58,0.009,0.61,0.612,7011.238,1.0,14.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,-2.001,0.0,-2.0,0.995,0.119,6.588,0.009,0.609,0.612,7553.529,1.0,14.144,2.001,-0.005,0.008,0.0,542.292,2.001,16.553,0.008,0.0,0.04,0.767,0.0,0.001
0.0,-0.009,11.005,0.0,11.0,0.97,0.117,6.604,0.008,0.606,0.608,7065.281,1.0,14.259,11.005,-0.025,0.016,-0.001,-488.248,9.003,16.349,0.043,0.211,0.005,0.745,0.009,-0.005
0.0,-0.005,1.001,0.0,1.0,1.0,0.117,6.591,0.009,0.607,0.612,7207.394,1.0,14.286,1.001,0.03,-0.014,0.0,142.113,-10.004,16.615,-0.02,0.0,0.08,0.768,0.005,-0.001
0.0,-0.008,2.005,0.0,2.0,0.997,0.119,6.592,0.009,0.609,0.612,7409.302,1.0,14.204,2.005,-0.003,0.002,0.0,201.908,1.004,16.61,0.011,0.0,0.04,0.767,0.008,-0.005
0.0,-0.008,3.004,0.0,3.0,0.997,0.116,6.593,0.008,0.602,0.604,7100.603,1.0,14.274,3.004,-0.0,0.001,-0.0,-308.699,0.999,16.69,0.022,0.326,0.021,0.748,0.008,-0.004
0.0,-0.009,5.001,0.0,5.0,0.99,0.118,6.594,0.009,0.604,0.604,7220.416,1.0,14.208,5.001,-0.007,0.001,0.0,119.813,1.997,16.692,0.053,0.31,0.009,0.747,0.009,-0.001
0.0,-0.001,8.005,0.0,8.0,0.98,0.117,6.591,0.008,0.607,0.608,6885.83,1.0,14.316,8.005,-0.01,-0.003,-0.0,-334.586,3.004,16.482,0.045,0.245,0.006,0.748,0.001,-0.005
0.0,-9.994,-11.003,-10.0,-11.0,0.914,0.117,6.578,0.009,0.614,0.616,7468.984,1.0,14.376,14.864,-0.065,-0.013,0.0,583.155,6.86,16.243,0.045,0.179,0.005,0.745,-0.006,0.003
0.0,-9.993,-12.999,-10.0,-13.0,0.907,0.117,6.576,0.009,0.599,0.6,7497.961,1.0,14.163,16.396,-0.007,-0.002,0.0,28.976,1.531,16.162,0.05,0.188,0.005,0.744,-0.007,-0.001
0.0,-11.002,-0.0,-11.0,0.0,0.939,0.117,6.588,0.008,0.622,0.624,7248.009,1.0,14.508,11.002,0.032,0.011,-0.0,-249.952,-5.394,16.891,0.091,0.415,0.019,0.754,0.002,0.0
0.0,-10.99,-13.001,-11.0,-13.0,0.906,0.121,6.575,0.009,0.612,0.616,7963.731,1.0,14.089,17.024,-0.034,-0.013,0.001,715.722,6.022,16.047,0.049,0.18,0.005,0.742,-0.01,0.001
0.0,-11.009,8.001,-11.0,8.0,0.926,0.115,6.6,0.008,0.607,0.608,6841.535,1.0,14.481,13.609,0.021,0.025,-0.001,-1122.196,-3.414,16.575,0.054,0.247,0.006,0.745,0.009,-0.001
0.0,-11.998,-10.01,-12.0,-10.0,0.914,0.118,6.579,0.009,0.609,0.612,7476.454,1.0,14.297,15.625,-0.012,-0.021,0.001,634.919,2.015,16.264,0.041,0.186,0.005,0.747,-0.002,0.01
0.0,-12.0,-4.0,-12.0,-4.0,0.932,0.116,6.583,0.008,0.614,0.616,7156.612,1.0,14.508,12.649,0.018,0.004,-0.0,-319.842,-2.975,16.64,0.043,0.288,0.01,0.746,-0.0,-0.0
0.0,-12.997,-11.011,-13.0,-11.0,0.904,0.117,6.578,0.009,0.604,0.608,7464.477,1.0,14.231,17.034,-0.028,-0.005,0.0,307.865,4.385,16.203,0.034,0.179,0.005,0.744,-0.003,0.011
0.0,-13.009,4.995,-13.0,5.0,0.925,0.118,6.595,0.009,0.606,0.608,7341.178,1.0,14.205,13.935,0.021,0.017,-0.0,-123.299,-3.1,16.452,0.038,0.257,0.007,0.746,0.009,0.005
0.0,-13.997,-12.005,-14.0,-12.0,0.897,0.12,6.577,0.009,0.614,0.616,7899.7,1.0,14.154,18.44,-0.028,-0.018,0.001,558.521,4.505,16.07,0.042,0.187,0.005,0.745,-0.003,0.005
0.0,-14.006,-3.007,-14.0,-3.0,0.924,0.119,6.585,0.009,0.61,0.608,7534.065,1.0,14.216,14.325,0.028,0.008,-0.0,-365.634,-4.115,16.598,0.047,0.327,0.013,0.748,0.006,0.007
0.0,-14.012,9.999,-14.0,10.0,0.909,0.118,6.603,0.008,0.601,0.604,7257.486,1.0,14.124,17.213,-0.015,0.018,-0.0,-276.579,2.888,16.321,0.053,0.225,0.006,0.746,0.012,0.001
0.0,-14.009,4.999,-14.0,5.0,0.923,0.118,6.595,0.009,0.606,0.608,7357.987,1.0,14.204,14.874,0.013,-0.008,0.0,100.5,-2.339,16.462,0.041,0.265,0.007,0.747,0.009,0.001
0.0,-14.014,8.997,-14.0,9.0,0.911,0.116,6.601,0.008,0.608,0.608,6997.947,1.0,14.409,16.654,-0.011,0.006,-0.0,-360.04,1.78,16.445,0.052,0.237,0.006,0.746,0.014,0.003
0.0,-0.996,0.996,-1.0,1.0,0.995,0.118,6.592,0.009,0.615,0.62,7371.165,1.0,14.346,1.409,0.084,-0.009,0.001,373.218,-15.245,16.503,-0.039,0.0,0.069,0.765,-0.004,0.004
0.0,-1.008,3.004,-1.0,3.0,0.992,0.116,6.595,0.008,0.604,0.608,7105.313,1.0,14.34,3.169,-0.003,0.003,-0.0,-265.852,1.76,16.723,0.026,0.319,0.02,0.748,0.008,-0.004
0.0,-1.013,6.0,-1.0,6.0,0.982,0.117,6.597,0.009,0.616,0.616,7231.584,1.0,14.412,6.085,-0.01,0.002,0.0,126.271,2.916,16.613,0.053,0.303,0.007,0.747,0.013,0.0
0.0,-1.996,2.0,-2.0,2.0,0.988,0.118,6.595,0.009,0.603,0.604,7327.061,1.0,14.191,2.825,0.006,-0.002,0.0,95.476,-3.259,16.519,-0.009,0.0,0.03,0.757,-0.004,0.0
0.0,-2.002,6.004,-2.0,6.0,0.979,0.117,6.598,0.008,0.606,0.608,7237.529,1.0,14.267,6.329,-0.009,0.003,-0.0,-89.531,3.503,16.58,0.047,0.29,0.007,0.749,0.002,-0.004
0.0,-2.991,-4.005,-3.0,-4.0,0.977,0.114,6.587,0.008,0.606,0.608,6954.63,1.0,14.496,4.999,-0.002,-0.011,-0.0,-282.899,-1.33,16.746,0.033,0.296,0.011,0.75,-0.009,0.005
0.0,-2.996,13.0,-3.0,13.0,0.947,0.118,6.612,0.008,0.587,0.588,7156.387,1.0,13.935,13.341,-0.03,0.025,0.0,201.757,8.343,16.184,0.049,0.182,0.005,0.744,-0.004,0.0
0.0,-2.991,5.002,-3.0,5.0,0.975,0.118,6.598,0.009,0.592,0.592,7392.257,1.0,13.97,5.828,0.028,-0.015,0.0,235.87,-7.513,16.505,0.037,0.278,0.007,0.746,-0.009,-0.002
0.0,-3.996,-11.003,-4.0,-11.0,0.947,0.118,6.582,0.009,0.603,0.604,7573.714,1.0,14.136,11.706,-0.028,-0.016,0.0,181.457,5.878,16.176,0.039,0.188,0.005,0.746,-0.004,0.003
0.0,-3.988,-2.007,-4.0,-2.0,0.977,0.119,6.589,0.009,0.616,0.62,7541.344,1.0,14.276,4.465,0.03,0.007,-0.0,-32.371,-7.242,16.472,-0.006,0.0,0.02,0.753,-0.012,0.007
0.0,-3.992,10.0,-4.0,10.0,0.957,0.118,6.605,0.009,0.596,0.6,7270.74,1.0,14.038,10.767,-0.02,0.016,-0.0,-270.603,6.303,16.311,0.045,0.217,0.005,0.747,-0.008,0.0
0.0,-3.994,12.004,-4.0,12.0,0.948,0.117,6.611,0.008,0.618,0.62,7046.836,1.0,14.441,12.651,-0.009,0.006,-0.0,-223.905,1.884,16.261,0.037,0.185,0.005,0.748,-0.006,-0.004
0.0,-4.996,-0.001,-5.0,0.0,0.97,0.117,6.589,0.009,0.607,0.612,7245.696,1.0,14.289,4.996,0.022,-0.022,0.0,198.86,-7.655,17.551,0.18,0.553,0.035,0.769,-0.004,0.001
0.0,-4.985,-1.0,-5.0,-1.0,0.97,0.12,6.59,0.009,0.607,0.612,7659.0,1.0,14.064,5.084,-0.001,0.001,0.0,413.305,0.088,16.808,0.061,0.46,0.025,0.752,-0.015,-0.0
0.0,-4.996,-5.009,-5.0,-5.0,0.965,0.12,6.585,0.009,0.611,0.612,7663.171,1.0,14.143,7.074,-0.004,-0.004,0.0,4.171,1.99,16.523,0.049,0.283,0.008,0.747,-0.004,0.009
0.0,-5.99,-7.006,-6.0,-7.0,0.948,0.117,6.582,0.009,0.618,0.62,7360.207,1.0,14.441,9.218,-0.017,-0.004,-0.0,-302.964,2.143,16.522,0.054,0.266,0.006,0.749,-0.01,0.006
0.0,-5.997,1.996,-6.0,2.0,0.961,0.119,6.593,0.009,0.604,0.608,7437.237,1.0,14.133,6.32,0.013,0.011,0.0,77.03,-2.898,16.508,0.012,0.306,0.014,0.752,-0.003,0.004
0.0,-6.996,-0.999,-7.0,-1.0,0.955,0.118,6.589,0.009,0.615,0.62,7324.822,1.0,14.357,7.067,-0.007,-0.004,-0.0,-112.414,0.747,16.871,0.071,0.43,0.02,0.752,-0.004,-0.001
0.0,-6.988,-9.0,-7.0,-9.0,0.935,0.118,6.581,0.009,0.618,0.62,7497.017,1.0,14.362,11.394,-0.02,-0.008,0.0,172.194,4.328,16.267,0.036,0.21,0.005,0.746,-0.012,-0.0
0.0,-7.004,11.997,-7.0,12.0,0.931,0.115,6.609,0.008,0.599,0.6,6802.985,1.0,14.313,13.892,-0.003,0.028,-0.001,-694.032,2.498,16.303,0.033,0.186,0.005,0.747,0.004,0.003
0.0,-6.995,6.002,-7.0,6.0,0.949,0.12,6.596,0.009,0.586,0.588,7569.79,1.0,13.758,9.217,0.018,-0.013,0.001,766.805,-4.675,16.302,0.047,0.241,0.006,0.746,-0.005,-0.002
0.0,-7.997,-0.002,-8.0,0.0,0.953,0.117,6.579,0.008,0.61,0.612,6973.878,1.0,14.347,7.997,0.003,-0.018,-0.0,-595.911,-1.219,17.142,0.122,0.462,0.022,0.759,-0.003,0.002
0.0,-8.0,-7.006,-8.0,-7.0,0.94,0.119,6.58,0.009,0.617,0.616,7483.354,1.0,14.31,10.635,-0.013,0.001,0.0,509.476,2.637,16.462,0.053,0.271,0.007,0.747,-0.0,0.006
0.0,-7.999,3.0,-8.0,3.0,0.949,0.116,6.592,0.008,0.602,0.604,7061.789,1.0,14.279,8.543,0.009,0.012,-0.001,-421.566,-2.092,16.645,0.036,0.298,0.009,0.751,-0.001,0.0
0.0,-9.003,-0.003,-9.0,0.0,0.947,0.118,6.588,0.009,0.608,0.612,7373.652,1.0,14.219,9.003,-0.002,-0.004,0.0,311.864,0.46,16.99,0.108,0.441,0.02,0.756,0.003,0.003
0.0,-9.004,-13.002,-9.0,-13.0,0.91,0.117,6.576,0.009,0.614,0.616,7478.628,1.0,14.381,15.816,-0.036,-0.012,0.0,104.976,6.813,16.172,0.048,0.187,0.005,0.746,0.004,0.002
0.0,-8.997,-1.004,-9.0,-1.0,0.945,0.118,6.588,0.009,0.62,0.624,7327.821,1.0,14.429,9.053,0.035,0.012,-0.0,-150.807,-6.763,16.778,0.063,0.405,0.018,0.75,-0.003,0.004
0.0,-8.999,7.001,-9.0,7.0,0.935,0.117,6.598,0.008,0.614,0.616,7109.656,1.0,14.408,11.401,-0.01,0.01,-0.0,-218.165,2.349,16.429,0.03,0.223,0.005,0.747,-0.001,-0.001
0.0,-9.01,7.998,-9.0,8.0,0.935,0.116,6.6,0.008,0.596,0.596,7019.555,1.0,14.195,12.048,-0.001,0.002,-0.0,-90.101,0.646,16.498,0.057,0.247,0.006,0.748,0.01,0.002
0.0,11.0,-11.003,11.0,-11.0,0.922,0.118,6.583,0.009,0.606,0.608,7461.533,1.0,14.228,15.558,-0.013,-0.017,0.001,441.977,3.511,16.156,0.044,0.179,0.005,0.746,0.0,0.003
0.0,10.984,-2.005,11.0,-2.0,0.942,0.117,6.589,0.009,0.618,0.62,7304.823,1.0,14.443,11.166,0.02,0.006,-0.0,-156.71,-4.392,16.663,0.051,0.343,0.012,0.75,0.016,0.005
0.0,10.989,-4.002,11.0,-4.0,0.939,0.118,6.586,0.009,0.605,0.608,7363.265,1.0,14.236,11.695,-0.003,-0.003,0.0,58.442,0.529,16.491,0.039,0.259,0.008,0.747,0.011,0.002
0.0,11.01,-8.995,11.0,-9.0,0.928,0.121,6.583,0.009,0.612,0.616,7834.473,1.0,14.083,14.217,-0.011,-0.003,0.001,471.207,2.522,16.195,0.053,0.215,0.005,0.746,-0.01,-0.005
0.0,10.989,1.002,11.0,1.0,0.947,0.117,6.591,0.009,0.611,0.612,7209.034,1.0,14.366,11.034,0.019,0.008,-0.001,-625.438,-3.183,16.772,0.06,0.387,0.017,0.751,0.011,-0.002
0.0,11.991,0.005,12.0,0.0,0.94,0.116,6.59,0.008,0.602,0.604,7128.002,1.0,14.302,11.991,-0.007,-0.002,-0.0,-81.033,0.957,16.851,0.08,0.404,0.018,0.754,0.009,-0.005
0.0,12.002,-10.007,12.0,-10.0,0.92,0.118,6.583,0.009,0.612,0.612,7465.283,1.0,14.3,15.627,-0.021,-0.006,0.0,337.281,3.636,16.214,0.046,0.203,0.005,0.748,-0.002,0.007
0.0,11.997,-12.003,12.0,-12.0,0.916,0.117,6.582,0.009,0.62,0.62,7319.799,1.0,14.513,16.971,-0.004,-0.001,-0.0,-145.484,1.344,16.109,0.034,0.164,0.005,0.746,0.003,0.003
0.0,12.0,-14.01,12.0,-14.0,0.906,0.119,6.58,0.009,0.605,0.604,7702.324,1.0,14.09,18.447,-0.009,-0.003,0.0,382.525,1.476,15.992,0.047,0.168,0.005,0.743,0.0,0.01
0.0,11.995,-9.006,12.0,-9.0,0.923,0.119,6.583,0.009,0.618,0.62,7563.909,1.0,14.308,15.0,0.017,0.003,-0.0,-138.415,-3.447,16.235,0.05,0.215,0.006,0.747,0.005,0.006
0.0,11.992,4.007,12.0,4.0,0.936,0.116,6.594,0.008,0.615,0.616,7079.332,1.0,14.503,12.644,0.012,0.011,-0.001,-484.577,-2.356,16.646,0.043,0.281,0.01,0.747,0.008,-0.007
0.0,11.991,7.007,12.0,7.0,0.927,0.116,6.597,0.008,0.602,0.608,7053.832,1.0,14.297,13.888,-0.009,0.002,-0.0,-25.5,1.244,16.582,0.056,0.266,0.007,0.748,0.009,-0.007
0.0,12.996,0.004,13.0,0.0,0.934,0.117,6.589,0.009,0.623,0.624,7250.041,1.0,14.521,12.996,0.007,-0.008,0.0,196.208,-0.892,16.764,0.078,0.399,0.018,0.753,0.004,-0.004
0.0,13.006,-11.001,13.0,-11.0,0.912,0.122,6.583,0.009,0.61,0.608,7958.435,1.0,14.003,17.034,-0.022,-0.006,0.001,708.395,4.038,16.0,0.04,0.177,0.005,0.745,-0.006,0.001
0.0,12.998,2.004,13.0,2.0,0.933,0.116,6.591,0.008,0.605,0.608,7088.776,1.0,14.366,13.152,0.02,0.008,-0.001,-869.66,-3.882,16.748,0.05,0.349,0.015,0.751,0.002,-0.004
0.0,0.994,-2.999,1.0,-3.0,0.99,0.119,6.589,0.009,0.6,0.604,7559.215,1.0,14.06,3.159,0.057,-0.002,0.001,470.439,-9.993,16.568,0.023,0.311,0.02,0.747,0.006,-0.001
0.0,0.992,-5.999,1.0,-6.0,0.984,0.12,6.583,0.009,0.626,0.627,7682.662,1.0,14.367,6.08,-0.006,-0.006,0.0,123.447,2.921,16.422,0.051,0.289,0.007,0.747,0.008,-0.001
0.0,0.984,10.001,1.0,10.0,0.97,0.116,6.604,0.008,0.605,0.608,7010.784,1.0,14.333,10.049,-0.014,0.021,-0.001,-671.878,3.969,16.429,0.039,0.209,0.005,0.747,0.016,-0.001
0.0,0.985,8.001,1.0,8.0,0.978,0.119,6.601,0.009,0.598,0.596,7363.02,1.0,14.045,8.061,0.008,-0.003,0.0,352.237,-1.988,16.36,0.039,0.235,0.006,0.748,0.015,-0.001
0.0,1.989,0.003,2.0,0.0,0.994,0.117,6.591,0.009,0.599,0.604,7255.688,1.0,14.209,1.989,0.016,-0.01,-0.0,-107.332,-6.073,19.205,0.417,0.787,0.106,0.823,0.011,-0.003
0.0,1.994,-11.001,2.0,-11.0,0.959,0.118,6.582,0.009,0.608,0.608,7592.158,1.0,14.211,11.18,-0.035,-0.009,0.0,336.47,9.191,16.16,0.035,0.178,0.005,0.746,0.006,0.001
0.0,1.993,-3.994,2.0,-4.0,0.983,0.119,6.588,0.009,0.608,0.612,7653.311,1.0,14.14,4.464,0.023,0.006,0.0,61.153,-6.716,16.574,0.035,0.299,0.011,0.748,0.007,-0.006
0.0,1.989,4.01,2.0,4.0,0.985,0.12,6.597,0.009,0.608,0.608,7570.474,1.0,14.118,4.476,0.002,0.009,-0.0,-82.837,0.012,16.604,0.035,0.294,0.012,0.749,0.011,-0.01
