angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,median_brightness,sharpness,dynamic_range,snr,motion_magnitude,delta_response,delta_entropy,delta_gradient_energy,delta_sharpness,delta_motion_mag,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.0,-3.985,-9.992,-4.0,-10.0,0.881,0.112,6.615,0.006,0.614,0.616,1357.793,1.0,14.75,10.757,-0.035,-0.028,-0.001,-108.079,6.3,17.225,0.07,0.209,0.008,0.644,-0.015,-0.008
0.0,-3.988,10.0,-4.0,10.0,0.879,0.118,6.646,0.007,0.625,0.627,1435.474,1.0,14.495,10.766,-0.002,0.031,0.0,77.682,0.008,17.221,0.101,0.257,0.012,0.652,-0.012,0.0
0.0,-3.994,12.0,-4.0,12.0,0.871,0.118,6.643,0.007,0.619,0.62,1437.581,1.0,14.385,12.647,-0.007,-0.003,0.0,2.107,1.881,17.193,0.082,0.255,0.013,0.649,-0.006,0.0
0.0,-3.994,8.978,-4.0,9.0,0.885,0.12,6.646,0.007,0.62,0.62,1479.241,1.0,14.291,9.826,0.014,0.003,0.0,41.66,-2.821,17.031,0.064,0.222,0.01,0.65,-0.006,0.022
0.0,-4.994,-12.997,-5.0,-13.0,0.862,0.113,6.61,0.006,0.615,0.616,1384.244,1.0,14.713,13.923,-0.023,-0.036,-0.001,-94.997,4.097,17.083,0.057,0.202,0.007,0.638,-0.006,-0.003
0.0,-5.006,6.999,-5.0,7.0,0.889,0.117,6.648,0.007,0.622,0.624,1425.148,1.0,14.494,8.605,0.027,0.037,0.0,40.904,-5.319,17.008,0.053,0.203,0.008,0.654,0.006,0.001
0.0,-6.002,-7.984,-6.0,-8.0,0.898,0.115,6.62,0.007,0.609,0.612,1434.842,1.0,14.466,9.988,0.009,-0.028,-0.0,9.694,1.384,17.034,0.062,0.187,0.006,0.649,0.002,-0.016
0.0,-6.013,12.99,-6.0,13.0,0.864,0.119,6.642,0.007,0.615,0.616,1458.914,1.0,14.258,14.314,-0.033,0.022,0.0,24.073,4.326,16.922,0.052,0.197,0.008,0.639,0.013,0.01
0.0,-6.008,2.994,-6.0,3.0,0.905,0.12,6.644,0.007,0.614,0.62,1506.736,1.0,14.185,6.713,0.041,0.001,0.0,47.822,-7.602,17.09,0.046,0.251,0.01,0.668,0.008,0.006
0.0,-6.008,3.977,-6.0,4.0,0.901,0.119,6.643,0.007,0.621,0.627,1485.291,1.0,14.314,7.205,-0.004,-0.0,-0.0,-21.445,0.492,17.123,0.071,0.262,0.01,0.664,0.008,0.023
0.0,-6.022,6.983,-6.0,7.0,0.887,0.119,6.646,0.007,0.622,0.627,1467.811,1.0,14.364,9.221,-0.014,0.003,-0.0,-17.479,2.016,16.882,0.052,0.19,0.008,0.653,0.022,0.017
0.0,-6.994,-4.99,-7.0,-5.0,0.893,0.114,6.626,0.006,0.609,0.612,1402.084,1.0,14.555,8.592,0.006,-0.02,-0.0,-65.727,-0.629,17.263,0.103,0.27,0.009,0.662,-0.006,-0.01
0.0,-6.993,-7.004,-7.0,-7.0,0.881,0.118,6.623,0.007,0.614,0.616,1507.23,1.0,14.321,9.897,-0.012,-0.003,0.0,105.146,1.305,17.019,0.104,0.239,0.008,0.654,-0.007,0.004
0.0,-7.975,-10.987,-8.0,-11.0,0.868,0.114,6.614,0.006,0.611,0.612,1410.804,1.0,14.56,13.576,-0.013,-0.009,-0.0,-96.426,3.679,17.062,0.124,0.223,0.01,0.649,-0.025,-0.013
0.0,-8.001,-13.998,-8.0,-14.0,0.859,0.107,6.612,0.006,0.637,0.643,1240.157,1.0,15.497,16.123,-0.01,-0.003,-0.001,-170.646,2.547,17.129,0.108,0.227,0.009,0.645,0.001,-0.002
0.0,-8.02,-5.02,-8.0,-5.0,0.901,0.115,6.626,0.007,0.61,0.612,1419.786,1.0,14.488,9.462,0.043,0.014,0.001,179.629,-6.661,17.202,0.115,0.273,0.01,0.665,0.02,0.02
0.0,-7.995,-6.003,-8.0,-6.0,0.896,0.115,6.624,0.007,0.611,0.612,1423.605,1.0,14.501,9.998,-0.005,-0.002,-0.0,3.82,0.536,17.178,0.125,0.271,0.01,0.662,-0.005,0.003
0.0,-8.993,-0.001,-9.0,0.0,0.916,0.119,6.642,0.007,0.603,0.608,1511.913,1.0,14.067,8.993,0.019,0.018,0.0,88.308,-1.005,17.471,0.182,0.385,0.02,0.684,-0.007,0.001
0.0,-9.019,-5.007,-9.0,-5.0,0.892,0.115,6.628,0.007,0.624,0.627,1428.94,1.0,14.674,10.316,-0.024,-0.013,-0.0,-82.973,1.323,17.097,0.115,0.267,0.011,0.664,0.019,0.007
0.0,-8.99,-6.021,-9.0,-6.0,0.879,0.116,6.626,0.007,0.614,0.616,1444.37,1.0,14.498,10.82,-0.013,-0.003,0.0,15.43,0.505,17.092,0.126,0.267,0.011,0.661,-0.01,0.021
0.0,-8.987,-7.99,-9.0,-8.0,0.89,0.118,6.622,0.007,0.605,0.608,1505.956,1.0,14.187,12.025,0.012,-0.004,0.0,61.586,1.205,16.87,0.099,0.217,0.009,0.652,-0.013,-0.01
0.0,-8.998,9.974,-9.0,10.0,0.869,0.12,6.646,0.007,0.625,0.627,1482.124,1.0,14.364,13.433,-0.022,0.024,0.0,-23.832,1.408,16.876,0.12,0.246,0.01,0.653,-0.002,0.026
0.0,-9.012,10.986,-9.0,11.0,0.87,0.117,6.645,0.007,0.627,0.627,1418.07,1.0,14.574,14.209,0.002,-0.001,-0.0,-64.054,0.776,16.938,0.111,0.247,0.01,0.65,0.012,0.014
0.0,-9.011,4.983,-9.0,5.0,0.888,0.12,6.646,0.007,0.619,0.624,1503.701,1.0,14.24,10.297,0.018,0.001,0.0,85.63,-3.913,16.998,0.118,0.265,0.01,0.667,0.011,0.017
0.0,9.991,-11.992,10.0,-12.0,0.859,0.116,6.595,0.007,0.625,0.631,1445.647,1.0,14.608,15.609,-0.029,-0.051,-0.0,-58.054,5.312,16.874,0.1,0.224,0.009,0.645,0.009,-0.008
0.0,9.987,-0.982,10.0,-1.0,0.891,0.118,6.627,0.007,0.624,0.627,1460.072,1.0,14.487,10.036,0.032,0.032,0.0,14.425,-5.573,17.144,0.116,0.32,0.015,0.675,0.013,-0.018
0.0,9.988,11.996,10.0,12.0,0.863,0.119,6.635,0.007,0.62,0.62,1436.073,1.0,14.356,15.609,-0.027,0.008,-0.0,-23.999,5.574,16.728,0.102,0.207,0.009,0.648,0.012,0.004
0.0,10.993,-11.976,11.0,-12.0,0.855,0.115,6.593,0.006,0.631,0.635,1400.398,1.0,14.811,16.256,-0.008,-0.042,-0.0,-35.675,0.647,16.83,0.105,0.223,0.01,0.645,0.007,-0.024
0.0,11.002,-7.979,11.0,-8.0,0.875,0.117,6.603,0.007,0.629,0.631,1452.996,1.0,14.623,13.591,0.02,0.01,0.0,52.599,-2.665,16.681,0.09,0.2,0.009,0.653,-0.002,-0.021
0.0,11.009,12.011,11.0,12.0,0.858,0.117,6.635,0.007,0.625,0.631,1393.153,1.0,14.555,16.293,-0.017,0.032,-0.0,-59.844,2.702,16.641,0.093,0.192,0.008,0.648,-0.009,-0.011
0.0,10.993,5.019,11.0,5.0,0.881,0.118,6.635,0.007,0.618,0.624,1434.701,1.0,14.365,12.085,0.023,0.0,0.0,41.548,-4.208,16.828,0.098,0.24,0.01,0.655,0.007,-0.019
0.0,12.018,-12.975,12.0,-13.0,0.847,0.116,6.591,0.007,0.628,0.631,1430.246,1.0,14.696,17.685,-0.034,-0.044,-0.0,-4.455,5.6,16.714,0.101,0.212,0.01,0.643,-0.018,-0.025
0.0,12.019,-1.972,12.0,-2.0,0.884,0.116,6.621,0.007,0.633,0.635,1421.118,1.0,14.711,12.18,0.037,0.03,0.0,-9.128,-5.506,16.737,0.08,0.244,0.01,0.665,-0.019,-0.028
0.0,12.013,-3.977,12.0,-4.0,0.876,0.116,6.613,0.007,0.623,0.624,1434.113,1.0,14.565,12.654,-0.009,-0.008,0.0,12.995,0.475,16.832,0.116,0.248,0.01,0.662,-0.013,-0.023
0.0,12.006,-6.989,12.0,-7.0,0.869,0.117,6.604,0.007,0.624,0.627,1458.14,1.0,14.546,13.892,-0.007,-0.009,0.0,24.027,1.238,16.637,0.088,0.186,0.009,0.652,-0.006,-0.011
0.0,11.971,-8.98,12.0,-9.0,0.861,0.115,6.6,0.007,0.633,0.635,1422.913,1.0,14.776,14.965,-0.008,-0.005,-0.0,-35.228,1.073,16.624,0.103,0.203,0.009,0.651,0.029,-0.02
0.0,12.016,4.011,12.0,4.0,0.879,0.118,6.633,0.007,0.62,0.624,1432.371,1.0,14.439,12.668,0.018,0.033,0.0,9.458,-2.297,16.68,0.067,0.213,0.009,0.658,-0.016,-0.011
0.0,13.017,-0.0,13.0,0.0,0.897,0.117,6.626,0.007,0.628,0.631,1423.035,1.0,14.62,13.017,0.018,-0.007,-0.0,-9.336,0.349,16.961,0.141,0.305,0.015,0.673,-0.017,0.0
0.0,13.018,-9.957,13.0,-10.0,0.862,0.114,6.595,0.006,0.627,0.631,1386.457,1.0,14.8,16.39,-0.035,-0.03,-0.0,-36.578,3.373,16.671,0.112,0.201,0.01,0.65,-0.018,-0.043
0.0,13.027,11.004,13.0,11.0,0.857,0.119,6.634,0.007,0.623,0.627,1449.456,1.0,14.36,17.052,-0.004,0.039,0.0,63.0,0.662,16.333,0.077,0.16,0.007,0.654,-0.027,-0.004
0.0,13.016,6.998,13.0,7.0,0.874,0.116,6.636,0.006,0.625,0.631,1380.031,1.0,14.616,14.778,0.017,0.002,-0.0,-69.425,-2.274,16.586,0.092,0.189,0.008,0.658,-0.016,0.002
0.0,1.015,-11.006,1.0,-11.0,0.884,0.115,6.609,0.006,0.605,0.608,1415.126,1.0,14.457,11.052,0.01,-0.027,-0.0,35.095,-3.725,17.805,0.172,0.34,0.033,0.677,-0.015,0.006
0.0,1.015,-1.994,1.0,-2.0,0.922,0.117,6.634,0.007,0.611,0.616,1441.933,1.0,14.376,2.237,0.038,0.025,0.0,26.808,-8.815,17.877,0.088,0.503,0.066,0.764,-0.015,-0.006
0.0,1.006,12.026,1.0,12.0,0.88,0.119,6.641,0.007,0.626,0.627,1443.075,1.0,14.456,12.068,-0.042,0.007,0.0,1.142,9.831,17.429,0.125,0.295,0.022,0.661,-0.006,-0.026
0.0,2.003,-13.996,2.0,-14.0,0.859,0.106,6.607,0.006,0.636,0.643,1204.005,1.0,15.582,14.138,-0.021,-0.034,-0.001,-239.07,2.07,17.782,0.142,0.316,0.03,0.66,-0.003,-0.004
0.0,1.982,-0.997,2.0,-1.0,0.914,0.115,6.637,0.006,0.607,0.612,1408.153,1.0,14.426,2.219,0.055,0.03,0.001,204.148,-11.919,18.681,0.225,0.625,0.064,0.733,0.018,-0.003
0.0,3.005,-12.99,3.0,-13.0,0.867,0.115,6.604,0.006,0.627,0.631,1417.447,1.0,14.75,13.333,-0.048,-0.032,0.0,9.294,11.114,17.361,0.103,0.278,0.019,0.651,-0.005,-0.01
0.0,4.016,10.008,4.0,10.0,0.881,0.118,6.642,0.007,0.625,0.627,1422.066,1.0,14.513,10.784,0.014,0.038,0.0,4.619,-2.549,17.002,0.061,0.2,0.007,0.648,-0.016,-0.008
0.0,3.993,12.998,4.0,13.0,0.872,0.118,6.638,0.007,0.621,0.624,1428.302,1.0,14.406,13.597,-0.009,-0.004,0.0,6.236,2.813,16.964,0.056,0.198,0.008,0.639,0.007,0.002
0.0,4.019,3.003,4.0,3.0,0.911,0.119,6.639,0.007,0.623,0.627,1465.018,1.0,14.406,5.017,0.039,0.001,0.0,36.716,-8.58,17.209,0.019,0.243,0.013,0.676,-0.019,-0.003
0.0,3.99,7.981,4.0,8.0,0.895,0.118,6.643,0.007,0.624,0.624,1444.325,1.0,14.443,8.922,-0.016,0.004,-0.0,-20.693,3.905,16.969,0.044,0.175,0.007,0.651,0.01,0.019
0.0,5.013,-0.008,5.0,0.0,0.917,0.117,6.633,0.007,0.627,0.631,1447.716,1.0,14.576,5.013,0.022,-0.01,-0.0,3.391,-3.909,17.95,0.183,0.461,0.03,0.69,-0.013,0.008
0.0,5.015,-4.998,5.0,-5.0,0.897,0.118,6.617,0.007,0.626,0.627,1498.161,1.0,14.475,7.08,-0.02,-0.016,0.0,50.445,2.067,17.132,0.075,0.264,0.01,0.659,-0.015,-0.002
0.0,5.005,11.995,5.0,12.0,0.875,0.118,6.638,0.007,0.626,0.627,1435.508,1.0,14.475,12.997,-0.023,0.021,-0.0,-62.654,5.917,16.933,0.072,0.204,0.008,0.642,-0.005,0.005
0.0,5.002,1.024,5.0,1.0,0.909,0.118,6.635,0.007,0.63,0.635,1459.252,1.0,14.568,5.106,0.035,-0.003,0.0,23.744,-7.891,17.795,0.153,0.428,0.025,0.687,-0.002,-0.024
0.0,5.988,-1.009,6.0,-1.0,0.908,0.118,6.63,0.007,0.629,0.631,1476.44,1.0,14.527,6.072,-0.001,-0.004,0.0,17.188,0.966,17.374,0.095,0.362,0.017,0.677,0.012,0.009
0.0,6.019,-3.989,6.0,-4.0,0.902,0.117,6.62,0.007,0.625,0.627,1463.985,1.0,14.528,7.221,-0.006,-0.011,-0.0,-12.455,1.148,17.144,0.072,0.267,0.01,0.662,-0.019,-0.011
0.0,6.023,-5.991,6.0,-6.0,0.893,0.115,6.613,0.007,0.626,0.627,1419.403,1.0,14.697,8.496,-0.009,-0.007,-0.0,-44.582,1.275,17.115,0.084,0.236,0.008,0.654,-0.023,-0.009
0.0,6.018,12.002,6.0,12.0,0.875,0.118,6.637,0.007,0.622,0.624,1433.303,1.0,14.415,13.427,-0.018,0.024,0.0,13.9,4.931,16.946,0.088,0.21,0.008,0.644,-0.018,-0.002
0.0,6.022,2.003,6.0,2.0,0.909,0.117,6.634,0.007,0.624,0.627,1425.225,1.0,14.566,6.347,0.033,-0.003,-0.0,-8.079,-7.08,17.404,0.077,0.323,0.014,0.673,-0.022,-0.003
0.0,6.015,2.999,6.0,3.0,0.911,0.116,6.637,0.007,0.625,0.631,1407.225,1.0,14.616,6.721,0.002,0.003,-0.0,-18.0,0.374,17.188,0.044,0.252,0.011,0.671,-0.015,0.001
0.0,6.997,-8.978,7.0,-9.0,0.871,0.117,6.605,0.007,0.629,0.631,1459.628,1.0,14.611,11.383,-0.04,-0.032,0.0,52.403,4.662,16.867,0.07,0.2,0.007,0.649,0.003,-0.022
0.0,8.002,-9.977,8.0,-10.0,0.877,0.116,6.602,0.007,0.628,0.631,1428.398,1.0,14.699,12.789,0.006,-0.003,-0.0,-31.23,1.407,17.015,0.117,0.233,0.01,0.652,-0.002,-0.023
0.0,7.998,-3.984,8.0,-4.0,0.893,0.117,6.617,0.007,0.625,0.627,1454.556,1.0,14.543,8.936,0.016,0.015,0.0,26.158,-3.854,17.134,0.109,0.278,0.01,0.667,0.002,-0.016
0.0,7.992,-5.009,8.0,-5.0,0.898,0.118,6.613,0.007,0.628,0.631,1466.114,1.0,14.561,9.432,0.005,-0.004,0.0,11.558,0.497,17.053,0.112,0.267,0.009,0.664,0.008,0.009
0.0,9.014,1.008,9.0,1.0,0.895,0.12,6.631,0.007,0.618,0.624,1496.885,1.0,14.27,9.07,-0.003,0.018,0.0,30.77,-0.362,17.478,0.184,0.386,0.019,0.681,-0.014,-0.008
0.0,9.006,3.015,9.0,3.0,0.898,0.117,6.634,0.007,0.622,0.627,1423.983,1.0,14.5,9.497,0.003,0.003,-0.0,-72.902,0.427,17.107,0.09,0.283,0.012,0.673,-0.006,-0.015
0.0,0.0,0.0,0.0,0.0,1.0,0.13,6.946,0.01,0.638,0.651,3446.368,1.0,13.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.001,-11.004,0.0,-11.0,0.956,0.128,6.937,0.01,0.644,0.655,3448.964,1.0,14.061,11.004,-0.044,-0.009,-0.0,2.596,11.004,16.018,0.098,0.285,0.01,0.694,-0.001,0.004
0.0,-0.002,-1.006,0.0,-1.0,0.992,0.129,6.948,0.01,0.641,0.651,3489.137,1.0,13.913,1.006,0.036,0.012,0.0,40.173,-9.998,19.381,0.524,0.846,0.147,0.828,0.002,0.006
0.0,0.002,-2.001,0.0,-2.0,0.99,0.13,6.948,0.01,0.638,0.651,3551.506,1.0,13.803,2.001,-0.002,0.0,0.0,62.369,0.995,16.558,0.139,0.566,0.058,0.775,-0.002,0.001
0.0,-0.0,-4.994,0.0,-5.0,0.979,0.129,6.944,0.01,0.642,0.651,3494.88,1.0,13.942,4.994,-0.01,-0.004,-0.0,-56.626,2.993,16.251,0.111,0.368,0.016,0.711,0.0,-0.006
0.0,0.007,1.003,0.0,1.0,0.99,0.129,6.951,0.01,0.642,0.655,3453.706,1.0,13.947,1.003,0.011,0.007,-0.0,-41.174,-3.991,19.395,0.524,0.847,0.147,0.827,-0.007,-0.003
0.0,-9.985,1.998,-10.0,2.0,0.968,0.129,6.949,0.01,0.641,0.651,3503.395,1.0,13.906,10.183,-0.022,-0.002,0.0,49.689,9.18,15.718,0.069,0.212,0.006,0.678,-0.015,0.002
0.0,-9.998,6.002,-10.0,6.0,0.955,0.128,6.951,0.01,0.643,0.651,3422.525,1.0,14.009,11.661,-0.014,0.002,-0.0,-80.87,1.478,15.764,0.075,0.198,0.005,0.673,-0.002,-0.002
0.0,-10.998,12.004,-11.0,12.0,0.934,0.13,6.952,0.01,0.641,0.651,3496.934,1.0,13.824,16.28,-0.02,0.001,0.0,74.409,4.619,15.492,0.068,0.143,0.004,0.667,-0.002,-0.004
0.0,-10.999,7.999,-11.0,8.0,0.946,0.129,6.951,0.01,0.64,0.647,3459.949,1.0,13.892,13.601,0.012,-0.001,-0.0,-36.985,-2.68,15.635,0.069,0.168,0.004,0.67,-0.001,0.001
0.0,-11.999,-5.0,-12.0,-5.0,0.949,0.131,6.941,0.01,0.644,0.655,3597.349,1.0,13.852,12.999,0.002,-0.01,0.0,137.4,-0.602,15.567,0.084,0.208,0.005,0.679,-0.001,-0.0
0.0,-11.99,11.0,-12.0,11.0,0.932,0.132,6.952,0.01,0.642,0.651,3574.835,1.0,13.767,16.271,-0.016,0.011,0.0,-22.514,3.272,15.452,0.067,0.143,0.004,0.666,-0.01,0.0
0.0,-11.997,9.001,-12.0,9.0,0.941,0.13,6.952,0.01,0.638,0.647,3480.629,1.0,13.827,14.998,0.009,-0.001,-0.0,-94.207,-1.274,15.564,0.067,0.154,0.004,0.668,-0.003,-0.001
0.0,-12.997,-13.996,-13.0,-14.0,0.914,0.127,6.928,0.01,0.643,0.651,3476.621,1.0,14.058,19.1,-0.027,-0.023,-0.0,-4.007,4.102,15.523,0.073,0.159,0.004,0.678,-0.003,-0.004
0.0,-13.003,-0.992,-13.0,-1.0,0.956,0.129,6.946,0.01,0.641,0.651,3522.191,1.0,13.928,13.041,0.042,0.018,0.0,45.569,-6.059,15.621,0.079,0.194,0.006,0.678,0.003,-0.008
0.0,-12.992,11.0,-13.0,11.0,0.93,0.129,6.953,0.01,0.641,0.651,3451.523,1.0,13.933,17.023,-0.026,0.007,-0.0,-70.667,3.983,15.509,0.063,0.138,0.004,0.666,-0.008,0.0
0.0,-13.0,3.995,-13.0,4.0,0.95,0.128,6.951,0.01,0.643,0.651,3446.663,1.0,14.011,13.6,0.02,-0.003,-0.0,-4.86,-3.424,15.64,0.073,0.183,0.005,0.669,-0.0,0.005
0.0,-14.0,-1.99,-14.0,-2.0,0.951,0.128,6.947,0.01,0.642,0.655,3475.041,1.0,13.986,14.141,0.001,-0.004,0.0,28.378,0.541,15.545,0.064,0.162,0.005,0.674,-0.0,-0.01
0.0,-14.003,-5.004,-14.0,-5.0,0.944,0.13,6.943,0.01,0.638,0.651,3563.653,1.0,13.841,14.87,-0.007,-0.004,0.0,88.612,0.73,15.452,0.068,0.169,0.005,0.675,0.003,0.004
0.0,-0.998,12.998,-1.0,13.0,0.949,0.13,6.953,0.01,0.638,0.647,3487.082,1.0,13.814,13.036,0.005,0.01,-0.0,-76.572,-1.834,15.844,0.074,0.246,0.007,0.69,-0.002,0.002
0.0,-0.994,1.0,-1.0,1.0,0.99,0.129,6.95,0.01,0.642,0.655,3479.117,1.0,13.956,1.41,0.041,-0.003,-0.0,-7.965,-11.626,18.351,0.396,0.779,0.104,0.794,-0.006,0.0
0.0,-0.994,3.003,-1.0,3.0,0.984,0.129,6.951,0.01,0.642,0.655,3477.021,1.0,13.955,3.164,-0.005,0.001,-0.0,-2.095,1.753,16.322,0.095,0.428,0.031,0.733,-0.006,-0.003
0.0,-0.991,7.997,-1.0,8.0,0.969,0.128,6.953,0.01,0.645,0.655,3378.2,1.0,14.05,8.058,-0.015,0.002,-0.0,-98.821,4.895,16.131,0.089,0.301,0.009,0.697,-0.009,0.003
0.0,-1.995,-0.007,-2.0,0.0,0.988,0.129,6.949,0.01,0.641,0.651,3500.732,1.0,13.913,1.995,0.019,-0.004,0.0,122.532,-6.064,17.474,0.265,0.646,0.062,0.778,-0.005,0.007
0.0,-2.007,-10.999,-2.0,-11.0,0.954,0.127,6.935,0.01,0.644,0.655,3455.532,1.0,14.077,11.18,-0.034,-0.014,-0.0,-45.2,9.186,15.992,0.085,0.272,0.009,0.693,0.007,-0.001
0.0,-1.996,-5.002,-2.0,-5.0,0.977,0.129,6.942,0.01,0.64,0.651,3530.37,1.0,13.898,5.385,0.024,0.008,0.0,74.837,-5.795,16.071,0.082,0.311,0.011,0.705,-0.004,0.002
0.0,-1.999,-7.0,-2.0,-7.0,0.969,0.129,6.942,0.01,0.642,0.651,3494.1,1.0,13.967,7.28,-0.008,-0.001,-0.0,-36.27,1.894,16.072,0.09,0.299,0.009,0.7,-0.001,-0.0
0.0,-1.996,-8.008,-2.0,-8.0,0.964,0.128,6.94,0.01,0.642,0.651,3496.722,1.0,13.979,8.253,-0.005,-0.001,0.0,2.622,0.974,16.061,0.091,0.29,0.009,0.698,-0.004,0.008
0.0,-2.001,-9.001,-2.0,-9.0,0.961,0.127,6.938,0.01,0.647,0.659,3412.424,1.0,14.159,9.221,-0.003,-0.002,-0.0,-84.298,0.967,16.055,0.088,0.29,0.009,0.696,0.001,0.001
0.0,-1.992,10.994,-2.0,11.0,0.956,0.13,6.953,0.01,0.638,0.647,3494.012,1.0,13.822,11.173,-0.005,0.015,0.0,81.588,1.952,15.906,0.076,0.251,0.007,0.689,-0.008,0.006
0.0,-3.004,-10.002,-3.0,-10.0,0.954,0.127,6.936,0.01,0.646,0.655,3432.089,1.0,14.12,10.443,-0.002,-0.017,-0.0,-61.923,-0.73,15.968,0.077,0.261,0.009,0.695,0.004,0.002
0.0,-3.002,-3.994,-3.0,-4.0,0.979,0.13,6.944,0.01,0.643,0.655,3545.762,1.0,13.889,4.996,0.025,0.008,0.0,113.673,-5.447,15.864,0.047,0.238,0.01,0.706,0.002,-0.006
0.0,-2.997,1.999,-3.0,2.0,0.984,0.13,6.95,0.01,0.639,0.651,3531.221,1.0,13.841,3.603,0.004,0.006,-0.0,-14.54,-1.394,16.17,0.06,0.376,0.023,0.717,-0.003,0.001
0.0,-3.002,4.995,-3.0,5.0,0.974,0.129,6.951,0.01,0.641,0.651,3494.475,1.0,13.895,5.828,-0.009,0.001,-0.0,-36.747,2.225,16.083,0.068,0.31,0.011,0.699,0.002,0.005
0.0,-3.994,4.99,-4.0,5.0,0.974,0.129,6.951,0.01,0.642,0.655,3452.634,1.0,13.953,6.391,-0.001,-0.0,-0.0,-41.84,0.563,16.07,0.072,0.299,0.01,0.694,-0.006,0.01
0.0,-4.991,-13.005,-5.0,-13.0,0.936,0.127,6.931,0.01,0.644,0.655,3441.545,1.0,14.1,13.93,-0.037,-0.02,-0.0,-11.089,7.539,15.813,0.063,0.227,0.006,0.686,-0.009,0.005
0.0,-5.0,-8.996,-5.0,-9.0,0.954,0.128,6.936,0.01,0.643,0.651,3479.71,1.0,14.002,10.292,0.018,0.005,0.0,38.165,-3.638,15.896,0.073,0.244,0.007,0.693,-0.0,-0.004
0.0,-5.0,3.996,-5.0,4.0,0.972,0.128,6.95,0.01,0.644,0.655,3426.87,1.0,14.012,6.4,0.018,0.014,-0.0,-52.84,-3.892,16.112,0.082,0.295,0.009,0.693,-0.0,0.004
0.0,-6.004,-0.009,-6.0,0.0,0.978,0.129,6.947,0.01,0.643,0.655,3454.373,1.0,13.981,6.004,0.006,-0.004,0.0,27.502,-0.396,16.109,0.097,0.308,0.009,0.694,0.004,0.009
0.0,-5.984,-14.004,-6.0,-14.0,0.929,0.127,6.929,0.01,0.643,0.651,3466.978,1.0,14.059,15.229,-0.05,-0.018,-0.0,12.606,9.225,15.808,0.073,0.229,0.007,0.685,-0.016,0.004
0.0,-5.994,-7.012,-6.0,-7.0,0.958,0.129,6.94,0.01,0.641,0.651,3514.844,1.0,13.918,9.225,0.029,0.011,0.0,47.866,-6.005,15.821,0.075,0.232,0.006,0.69,-0.006,0.012
0.0,-5.989,1.996,-6.0,2.0,0.977,0.129,6.949,0.01,0.641,0.651,3493.164,1.0,13.908,6.313,0.019,0.01,-0.0,-21.68,-2.911,15.989,0.072,0.281,0.009,0.69,-0.011,0.004
0.0,-6.998,-9.998,-7.0,-10.0,0.947,0.127,6.934,0.01,0.644,0.655,3445.606,1.0,14.077,12.204,-0.03,-0.015,-0.0,-47.558,5.89,15.773,0.073,0.22,0.006,0.685,-0.002,-0.002
0.0,-7.003,10.998,-7.0,11.0,0.948,0.131,6.953,0.01,0.635,0.643,3556.401,1.0,13.708,13.038,0.001,0.019,0.0,110.795,0.835,15.674,0.07,0.202,0.005,0.676,0.003,0.002
0.0,-6.997,12.006,-7.0,12.0,0.942,0.131,6.953,0.01,0.637,0.647,3500.592,1.0,13.766,13.896,-0.006,-0.001,-0.0,-55.809,0.858,15.694,0.069,0.193,0.005,0.676,-0.003,-0.006
0.0,-6.996,7.0,-7.0,7.0,0.962,0.13,6.951,0.01,0.639,0.651,3506.919,1.0,13.836,9.896,0.02,-0.002,-0.0,6.327,-4.0,15.832,0.07,0.228,0.006,0.68,-0.004,0.0
0.0,-7.006,8.0,-7.0,8.0,0.957,0.129,6.952,0.01,0.644,0.651,3447.3,1.0,13.949,10.635,-0.006,0.0,-0.0,-59.619,0.738,15.837,0.075,0.22,0.006,0.678,0.006,0.0
0.0,-7.994,-10.002,-8.0,-10.0,0.945,0.129,6.934,0.01,0.64,0.651,3512.197,1.0,13.908,12.803,-0.012,-0.018,0.0,64.897,2.169,15.691,0.07,0.204,0.006,0.683,-0.006,0.002
0.0,-8.004,-1.004,-8.0,-1.0,0.973,0.129,6.945,0.01,0.641,0.651,3462.685,1.0,13.937,8.067,0.029,0.011,-0.0,-49.511,-4.737,15.908,0.084,0.252,0.006,0.687,0.004,0.004
0.0,-7.997,-4.992,-8.0,-5.0,0.961,0.129,6.941,0.01,0.642,0.651,3465.085,1.0,13.967,9.427,-0.012,-0.004,-0.0,2.4,1.36,15.728,0.064,0.212,0.005,0.686,-0.003,-0.008
0.0,-7.993,1.004,-8.0,1.0,0.973,0.129,6.949,0.01,0.642,0.655,3427.418,1.0,13.969,8.056,0.011,0.007,-0.0,-37.667,-1.371,15.903,0.079,0.249,0.006,0.685,-0.007,-0.004
0.0,-8.992,-0.0,-9.0,0.0,0.972,0.127,6.948,0.01,0.645,0.659,3391.068,1.0,14.086,8.992,-0.001,-0.001,-0.0,-36.35,0.936,15.874,0.082,0.243,0.006,0.683,-0.008,0.0
0.0,-8.999,-2.994,-9.0,-3.0,0.965,0.129,6.945,0.01,0.64,0.651,3516.83,1.0,13.884,9.484,-0.006,-0.003,0.0,125.762,0.492,15.729,0.067,0.218,0.005,0.684,-0.001,-0.006
