angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,sharpness,snr,median_brightness,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
-0.85,-0.017,-0.111,0.0,0.0,0.922,0.045,4.28,0.001,0.675,335.656,23.485,0.675,27.217,0.553,0.843,0.153,0.829,0.017,0.111
-0.8,0.006,-0.087,0.0,0.0,0.919,0.047,4.279,0.001,0.669,364.874,22.969,0.671,27.173,0.567,0.848,0.159,0.831,-0.006,0.087
-0.75,0.022,-0.085,0.0,0.0,0.923,0.058,4.269,0.002,0.673,514.112,21.321,0.675,26.117,0.551,0.825,0.154,0.815,-0.022,0.085
-0.7,0.029,-0.071,0.0,0.0,0.917,0.057,4.263,0.001,0.689,470.973,21.718,0.69,25.915,0.58,0.84,0.166,0.824,-0.029,0.071
-0.65,0.031,-0.04,0.0,0.0,0.94,0.054,4.265,0.001,0.673,436.05,21.891,0.675,27.046,0.613,0.861,0.183,0.837,-0.031,0.04
-0.6,0.023,-0.072,0.0,0.0,0.945,0.051,4.27,0.001,0.647,410.57,22.001,0.647,26.464,0.646,0.882,0.203,0.848,-0.023,0.072
-0.55,0.018,-0.049,0.0,0.0,0.947,0.047,4.276,0.001,0.62,358.026,22.4,0.62,23.994,0.682,0.905,0.23,0.864,-0.018,0.049
-0.5,0.021,-0.059,0.0,0.0,0.953,0.047,4.284,0.001,0.627,357.182,22.586,0.627,25.0,0.711,0.917,0.252,0.873,-0.021,0.059
-0.45,0.02,-0.034,0.0,0.0,0.954,0.045,4.285,0.001,0.687,338.992,23.677,0.686,28.509,0.744,0.932,0.282,0.884,-0.02,0.034
-0.4,0.014,-0.045,0.0,0.0,0.959,0.043,4.278,0.001,0.681,308.009,23.912,0.682,29.717,0.781,0.945,0.32,0.897,-0.014,0.045
-0.35,0.031,-0.037,0.0,0.0,0.964,0.051,4.26,0.001,0.672,375.513,22.461,0.675,30.017,0.803,0.94,0.326,0.899,-0.031,0.037
-0.3,0.017,-0.026,0.0,0.0,0.966,0.058,4.249,0.002,0.681,457.408,21.406,0.682,29.203,0.817,0.926,0.338,0.892,-0.017,0.026
-0.25,0.003,0.003,0.0,0.0,0.967,0.059,4.25,0.002,0.727,466.22,21.88,0.729,23.877,0.844,0.931,0.374,0.903,-0.003,-0.003
-0.2,0.017,-0.016,0.0,0.0,0.968,0.057,4.264,0.001,0.689,471.417,21.702,0.69,29.986,0.884,0.947,0.428,0.923,-0.017,0.016
-0.15,0.021,-0.001,0.0,0.0,0.963,0.057,4.287,0.002,0.654,525.516,21.244,0.655,30.871,0.906,0.954,0.478,0.936,-0.021,0.001
-0.1,0.014,-0.006,0.0,0.0,0.967,0.055,4.322,0.002,0.636,587.82,21.211,0.639,28.106,0.93,0.966,0.55,0.952,-0.014,0.006
-0.05,-0.003,-0.003,0.0,0.0,0.977,0.048,4.37,0.001,0.641,513.581,22.537,0.643,29.964,0.971,0.99,0.702,0.982,0.003,0.003
0.0,0.0,0.0,0.0,0.0,1.0,0.041,4.413,0.001,0.67,450.886,24.221,0.671,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.05,-0.017,0.002,0.0,0.0,0.982,0.048,4.369,0.001,0.632,515.447,22.416,0.631,27.856,0.97,0.99,0.702,0.982,0.017,-0.002
0.1,0.001,0.012,0.0,0.0,0.976,0.051,4.323,0.001,0.645,493.795,22.082,0.647,30.488,0.945,0.978,0.576,0.965,-0.001,-0.012
0.15,0.005,0.017,0.0,0.0,0.973,0.052,4.287,0.001,0.644,452.911,21.792,0.647,29.573,0.92,0.968,0.5,0.948,-0.005,-0.017
0.2,-0.0,0.042,0.0,0.0,0.972,0.056,4.263,0.001,0.669,459.866,21.482,0.671,31.77,0.884,0.947,0.428,0.922,0.0,-0.042
0.25,-0.01,0.029,0.0,0.0,0.962,0.059,4.25,0.002,0.661,478.806,20.946,0.663,29.836,0.845,0.929,0.372,0.899,0.01,-0.029
0.3,-0.03,0.039,0.0,0.0,0.961,0.061,4.249,0.002,0.704,508.37,21.251,0.706,26.304,0.803,0.915,0.328,0.88,0.03,-0.039
0.35,-0.027,0.051,0.0,0.0,0.958,0.051,4.258,0.001,0.697,389.521,22.652,0.698,27.547,0.799,0.939,0.322,0.895,0.027,-0.051
0.4,-0.028,0.042,0.0,0.0,0.953,0.044,4.276,0.001,0.681,319.159,23.777,0.682,29.618,0.779,0.946,0.316,0.894,0.028,-0.042
0.45,-0.001,0.037,0.0,0.0,0.954,0.044,4.283,0.001,0.663,329.735,23.483,0.663,29.201,0.745,0.934,0.285,0.883,0.001,-0.037
0.5,-0.028,0.057,0.0,0.0,0.951,0.05,4.282,0.001,0.597,417.269,21.468,0.596,21.589,0.696,0.909,0.241,0.865,0.028,-0.057
0.55,-0.027,0.045,0.0,0.0,0.947,0.047,4.277,0.001,0.62,356.897,22.401,0.62,23.985,0.683,0.907,0.231,0.864,0.027,-0.045
0.6,-0.02,0.018,0.0,0.0,0.927,0.047,4.27,0.001,0.646,348.158,22.687,0.647,26.703,0.66,0.895,0.212,0.856,0.02,-0.018
0.65,-0.026,0.037,0.0,0.0,0.923,0.048,4.263,0.001,0.675,351.782,22.887,0.678,27.727,0.633,0.881,0.194,0.847,0.026,-0.037
0.7,-0.018,0.012,0.0,0.0,0.921,0.051,4.262,0.001,0.687,394.627,22.523,0.686,26.627,0.597,0.86,0.175,0.835,0.018,-0.012
0.75,0.011,0.049,0.0,0.0,0.916,0.055,4.268,0.001,0.703,456.906,22.174,0.706,24.838,0.562,0.837,0.157,0.821,-0.011,-0.049
0.8,0.016,0.073,0.0,0.0,0.907,0.046,4.277,0.001,0.694,344.652,23.519,0.694,26.183,0.569,0.852,0.162,0.832,-0.016,-0.073
0.85,0.011,0.07,0.0,0.0,0.912,0.045,4.278,0.001,0.693,329.265,23.737,0.694,26.215,0.552,0.843,0.153,0.829,-0.011,-0.07
0.9,0.02,0.089,0.0,0.0,0.908,0.05,4.276,0.001,0.683,393.291,22.79,0.682,26.342,0.518,0.817,0.136,0.818,-0.02,-0.089
0.95,0.029,0.091,0.0,0.0,0.899,0.053,4.272,0.001,0.614,435.945,21.264,0.616,22.499,0.485,0.792,0.123,0.807,-0.029,-0.091
1.0,0.008,0.124,0.0,0.0,0.895,0.054,4.269,0.001,0.576,440.853,20.631,0.576,19.402,0.462,0.777,0.115,0.802,-0.008,-0.124
1.05,0.043,0.111,0.0,0.0,0.876,0.053,4.266,0.001,0.548,431.499,20.278,0.549,17.568,0.447,0.768,0.109,0.8,-0.043,-0.111
1.1,0.037,0.104,0.0,0.0,0.876,0.051,4.27,0.001,0.578,404.951,21.118,0.58,19.545,0.449,0.769,0.107,0.802,-0.037,-0.104
1.15,-0.368,0.109,0.0,0.0,0.796,0.052,4.274,0.001,0.626,437.239,21.662,0.627,23.391,0.437,0.757,0.1,0.797,0.368,-0.109
1.2,-0.414,0.121,0.0,0.0,0.776,0.05,4.278,0.001,0.683,414.672,22.748,0.682,25.72,0.435,0.756,0.098,0.797,0.414,-0.121
1.25,-0.493,0.168,0.0,0.0,0.765,0.043,4.279,0.001,0.615,311.983,23.013,0.616,22.776,0.449,0.77,0.1,0.803,0.493,-0.168
1.3,-0.013,0.473,0.0,0.0,0.804,0.043,4.277,0.001,0.642,306.881,23.4,0.643,25.154,0.44,0.761,0.096,0.801,0.013,-0.473
1.35,-0.02,0.455,0.0,0.0,0.773,0.045,4.272,0.001,0.662,321.744,23.296,0.663,26.166,0.423,0.746,0.089,0.798,0.02,-0.455
1.4,-0.026,0.496,0.0,0.0,0.756,0.049,4.268,0.001,0.662,368.001,22.593,0.663,25.696,0.397,0.723,0.082,0.789,0.026,-0.496
1.45,-0.054,0.522,0.0,0.0,0.741,0.056,4.265,0.001,0.626,466.243,20.933,0.627,22.87,0.356,0.683,0.073,0.774,0.054,-0.522
1.5,-0.06,0.558,0.0,0.0,0.711,0.056,4.266,0.001,0.591,469.508,20.443,0.592,20.189,0.348,0.676,0.07,0.772,0.06,-0.558
1.55,-0.11,0.579,0.0,0.0,0.694,0.048,4.272,0.001,0.579,366.891,21.539,0.58,19.539,0.373,0.704,0.073,0.784,0.11,-0.579
1.6,-0.111,0.633,0.0,0.0,0.683,0.046,4.276,0.001,0.589,344.474,22.104,0.592,20.378,0.378,0.707,0.072,0.786,0.111,-0.633
1.65,-0.109,0.649,0.0,0.0,0.672,0.045,4.277,0.001,0.625,337.466,22.771,0.627,23.355,0.377,0.705,0.07,0.784,0.109,-0.649
1.7,-0.119,0.667,0.0,0.0,0.641,0.048,4.276,0.001,0.659,380.601,22.666,0.659,25.352,0.36,0.686,0.065,0.778,0.119,-0.667
1.75,-0.139,0.71,0.0,0.0,0.626,0.055,4.274,0.001,0.662,474.574,21.666,0.663,24.75,0.327,0.651,0.058,0.766,0.139,-0.71
1.8,-0.128,0.694,0.0,0.0,0.612,0.052,4.272,0.001,0.694,433.918,22.429,0.694,24.342,0.332,0.655,0.058,0.768,0.128,-0.694
1.85,-0.195,0.7,0.0,0.0,0.583,0.059,4.27,0.002,0.73,534.184,21.861,0.733,21.4,0.3,0.619,0.052,0.754,0.195,-0.7
1.9,-0.192,0.704,0.0,0.0,0.569,0.053,4.272,0.001,0.727,428.119,22.822,0.729,21.977,0.322,0.643,0.054,0.766,0.192,-0.704
1.95,-0.201,0.664,0.0,0.0,0.552,0.049,4.275,0.001,0.693,383.63,22.936,0.694,24.625,0.334,0.654,0.054,0.77,0.201,-0.664
2.0,-0.204,0.723,0.0,0.0,0.537,0.051,4.273,0.001,0.662,404.516,22.267,0.663,25.009,0.324,0.642,0.051,0.766,0.204,-0.723
2.05,-0.21,0.735,0.0,0.0,0.524,0.049,4.27,0.001,0.635,367.574,22.312,0.635,23.799,0.332,0.649,0.051,0.769,0.21,-0.735
2.1,-0.215,0.717,0.0,0.0,0.501,0.047,4.27,0.001,0.616,349.498,22.3,0.62,22.402,0.335,0.651,0.05,0.77,0.215,-0.717
2.15,-0.261,0.729,0.0,0.0,0.481,0.047,4.269,0.001,0.626,353.782,22.437,0.627,23.187,0.334,0.648,0.049,0.768,0.261,-0.729
2.2,-0.265,0.707,0.0,0.0,0.459,0.051,4.269,0.001,0.637,415.463,21.863,0.639,23.667,0.315,0.624,0.045,0.76,0.265,-0.707
2.25,-0.22,0.727,0.0,0.0,0.448,0.054,4.27,0.001,0.643,451.308,21.571,0.643,23.845,0.303,0.61,0.043,0.754,0.22,-0.727
2.3,-0.242,0.745,0.0,0.0,0.448,0.059,4.27,0.002,0.69,548.078,21.29,0.69,23.709,0.279,0.579,0.04,0.741,0.242,-0.745
2.35,-0.269,0.733,0.0,0.0,0.433,0.054,4.273,0.001,0.673,459.579,21.853,0.675,24.643,0.299,0.601,0.041,0.75,0.269,-0.733
2.4,-0.218,0.821,0.0,0.0,0.422,0.058,4.272,0.002,0.661,514.8,21.169,0.663,24.17,0.285,0.583,0.039,0.741,0.218,-0.821
2.45,-0.21,0.806,0.0,0.0,0.413,0.052,4.27,0.001,0.687,408.682,22.491,0.686,24.609,0.311,0.61,0.04,0.754,0.21,-0.806
2.5,-0.177,0.801,0.0,0.0,0.402,0.047,4.268,0.001,0.62,333.087,22.492,0.62,22.687,0.333,0.632,0.041,0.761,0.177,-0.801
2.55,-0.18,0.861,0.0,0.0,0.392,0.045,4.267,0.001,0.616,314.502,22.73,0.616,22.427,0.34,0.637,0.041,0.763,0.18,-0.861
2.6,-0.196,0.936,0.0,0.0,0.375,0.045,4.267,0.001,0.634,313.502,22.983,0.635,23.955,0.343,0.636,0.04,0.763,0.196,-0.936
2.65,-0.051,0.07,0.0,0.0,0.396,0.042,4.267,0.001,0.642,274.435,23.692,0.643,24.801,0.359,0.649,0.041,0.766,0.051,-0.07
2.7,-0.053,0.852,0.0,0.0,0.344,0.046,4.269,0.001,0.646,331.791,22.952,0.647,24.713,0.34,0.629,0.038,0.761,0.053,-0.852
2.75,-2.642,-0.083,0.0,0.0,0.275,0.051,4.271,0.001,0.651,405.741,22.144,0.651,24.515,0.318,0.603,0.035,0.752,2.642,0.083
2.8,-2.648,0.007,0.0,0.0,0.276,0.057,4.271,0.002,0.63,508.874,20.865,0.631,22.722,0.293,0.572,0.033,0.739,2.648,-0.007
2.85,-2.68,-0.059,0.0,0.0,0.274,0.054,4.27,0.001,0.707,452.781,22.303,0.71,23.233,0.305,0.584,0.033,0.744,2.68,0.059
2.9,1.442,2.509,0.0,0.0,0.205,0.05,4.27,0.001,0.697,386.738,22.824,0.698,24.185,0.322,0.601,0.034,0.751,-1.442,-2.509
2.95,-2.577,0.005,0.0,0.0,0.273,0.05,4.268,0.001,0.676,385.264,22.565,0.678,25.018,0.324,0.6,0.033,0.75,2.577,-0.005
3.0,1.488,2.598,0.0,0.0,0.21,0.052,4.269,0.001,0.665,407.883,22.214,0.667,24.879,0.319,0.593,0.032,0.747,-1.488,-2.598
-3.0,0.876,-1.808,0.0,0.0,0.255,0.109,6.36,0.006,0.592,3260.026,14.676,0.596,17.117,0.066,0.393,0.024,0.742,-0.876,1.808
-2.95,0.895,-1.827,0.0,0.0,0.259,0.109,6.36,0.006,0.599,3221.637,14.84,0.604,17.216,0.067,0.396,0.024,0.741,-0.895,1.827
-2.9,-1.87,0.023,0.0,0.0,0.269,0.108,6.361,0.006,0.612,3213.616,15.062,0.616,17.294,0.067,0.399,0.025,0.742,1.87,-0.023
-2.85,0.861,-1.792,0.0,0.0,0.268,0.111,6.364,0.006,0.604,3414.125,14.731,0.608,17.18,0.067,0.4,0.025,0.743,-0.861,1.792
-2.8,-1.832,0.014,0.0,0.0,0.285,0.11,6.366,0.006,0.617,3416.547,14.945,0.62,17.226,0.068,0.402,0.026,0.743,1.832,-0.014
-2.75,-1.847,0.031,0.0,0.0,0.297,0.11,6.366,0.006,0.614,3364.174,14.953,0.616,17.264,0.069,0.406,0.026,0.743,1.847,-0.031
-2.7,-1.842,0.025,0.0,0.0,0.304,0.112,6.366,0.006,0.633,3496.333,15.036,0.635,17.12,0.069,0.405,0.027,0.743,1.842,-0.025
-2.65,-1.846,0.072,0.0,0.0,0.314,0.108,6.363,0.006,0.609,3192.229,15.056,0.612,17.35,0.07,0.413,0.028,0.742,1.846,-0.072
-2.6,-1.838,0.088,0.0,0.0,0.32,0.109,6.36,0.006,0.594,3216.124,14.761,0.596,17.236,0.07,0.414,0.028,0.742,1.838,-0.088
-2.55,-1.804,0.098,0.0,0.0,0.331,0.111,6.361,0.006,0.607,3373.18,14.753,0.612,17.253,0.071,0.415,0.029,0.743,1.804,-0.098
-2.5,-1.76,0.077,0.0,0.0,0.342,0.109,6.362,0.006,0.619,3296.843,15.061,0.624,17.334,0.072,0.421,0.03,0.743,1.76,-0.077
-2.45,-1.766,0.063,0.0,0.0,0.352,0.109,6.364,0.006,0.63,3336.137,15.2,0.635,17.288,0.073,0.425,0.031,0.744,1.766,-0.063
-2.4,-1.741,0.094,0.0,0.0,0.363,0.11,6.367,0.006,0.614,3388.814,14.955,0.616,17.339,0.074,0.428,0.031,0.745,1.741,-0.094
-2.35,-1.71,0.087,0.0,0.0,0.376,0.113,6.367,0.006,0.631,3569.668,14.957,0.635,17.183,0.073,0.429,0.032,0.747,1.71,-0.087
-2.3,-1.697,0.083,0.0,0.0,0.389,0.114,6.363,0.006,0.621,3577.496,14.745,0.624,17.217,0.074,0.432,0.033,0.748,1.697,-0.083
-2.25,-1.666,0.084,0.0,0.0,0.399,0.112,6.36,0.006,0.605,3406.15,14.681,0.608,17.289,0.074,0.438,0.034,0.749,1.666,-0.084
-2.2,-1.648,0.066,0.0,0.0,0.409,0.112,6.36,0.006,0.605,3410.92,14.682,0.608,17.304,0.074,0.442,0.035,0.749,1.648,-0.066
-2.15,-1.612,0.08,0.0,0.0,0.416,0.106,6.361,0.005,0.613,3108.797,15.221,0.616,17.518,0.076,0.452,0.036,0.749,1.612,-0.08
-2.1,-1.587,0.085,0.0,0.0,0.429,0.102,6.363,0.005,0.599,2903.62,15.354,0.604,17.597,0.077,0.46,0.038,0.749,1.587,-0.085
-2.05,-1.532,0.106,0.0,0.0,0.434,0.108,6.365,0.006,0.631,3259.118,15.346,0.635,17.428,0.076,0.46,0.039,0.751,1.532,-0.106
-2.0,0.61,-0.104,0.0,0.0,0.492,0.105,6.367,0.005,0.648,3086.918,15.83,0.651,17.348,0.076,0.467,0.04,0.75,-0.61,0.104
-1.95,0.595,-0.113,0.0,0.0,0.504,0.102,6.365,0.005,0.629,2916.765,15.783,0.631,17.649,0.077,0.474,0.042,0.749,-0.595,0.113
-1.9,0.574,-0.118,0.0,0.0,0.513,0.103,6.36,0.005,0.615,2915.105,15.523,0.62,17.701,0.078,0.478,0.043,0.749,-0.574,0.118
-1.85,0.564,-0.125,0.0,0.0,0.533,0.103,6.357,0.005,0.62,2868.016,15.615,0.624,17.722,0.079,0.482,0.044,0.749,-0.564,0.125
-1.8,0.547,-0.124,0.0,0.0,0.55,0.106,6.358,0.005,0.624,3055.875,15.392,0.627,17.617,0.079,0.484,0.045,0.75,-0.547,0.124
-1.75,0.531,-0.148,0.0,0.0,0.565,0.109,6.36,0.006,0.609,3262.724,14.92,0.612,17.539,0.08,0.487,0.046,0.752,-0.531,0.148
-1.7,0.513,-0.155,0.0,0.0,0.578,0.11,6.364,0.006,0.598,3328.966,14.738,0.6,17.481,0.082,0.492,0.048,0.753,-0.513,0.155
-1.65,0.495,-0.157,0.0,0.0,0.595,0.111,6.367,0.006,0.61,3465.223,14.799,0.612,17.519,0.085,0.498,0.05,0.754,-0.495,0.157
-1.6,0.471,-0.153,0.0,0.0,0.612,0.113,6.368,0.006,0.615,3592.992,14.719,0.62,17.483,0.087,0.502,0.052,0.755,-0.471,0.153
-1.55,0.461,-0.15,0.0,0.0,0.629,0.116,6.363,0.006,0.621,3721.553,14.583,0.624,17.404,0.089,0.506,0.053,0.756,-0.461,0.15
-1.5,0.437,-0.136,0.0,0.0,0.645,0.116,6.356,0.006,0.619,3635.998,14.547,0.624,17.448,0.093,0.512,0.055,0.756,-0.437,0.136
-1.45,0.401,-0.121,0.0,0.0,0.668,0.111,6.353,0.006,0.591,3268.286,14.561,0.596,17.521,0.097,0.525,0.059,0.756,-0.401,0.121
-1.4,0.372,-0.116,0.0,0.0,0.682,0.116,6.356,0.006,0.607,3628.607,14.383,0.612,17.49,0.1,0.528,0.06,0.757,-0.372,0.116
-1.35,0.342,-0.109,0.0,0.0,0.698,0.108,6.361,0.006,0.597,3220.641,14.833,0.6,17.703,0.105,0.543,0.064,0.757,-0.342,0.109
-1.3,0.329,-0.107,0.0,0.0,0.718,0.11,6.366,0.006,0.587,3367.936,14.564,0.588,17.552,0.108,0.551,0.067,0.759,-0.329,0.107
-1.25,0.307,-0.096,0.0,0.0,0.739,0.11,6.37,0.006,0.582,3445.458,14.46,0.584,17.481,0.112,0.561,0.07,0.761,-0.307,0.096
-1.2,0.267,-0.099,0.0,0.0,0.759,0.113,6.37,0.006,0.609,3644.514,14.623,0.612,17.678,0.115,0.569,0.073,0.764,-0.267,0.099
-1.15,0.229,-0.096,0.0,0.0,0.778,0.114,6.362,0.006,0.608,3635.055,14.509,0.612,17.677,0.12,0.58,0.076,0.767,-0.229,0.096
-1.1,-0.042,-0.088,0.0,0.0,0.881,0.116,6.355,0.006,0.617,3671.645,14.479,0.62,17.672,0.125,0.59,0.08,0.769,0.042,0.088
-1.05,-0.043,-0.088,0.0,0.0,0.892,0.114,6.353,0.006,0.62,3482.313,14.727,0.624,17.806,0.132,0.605,0.084,0.77,0.043,0.088
-1.0,-0.042,-0.086,0.0,0.0,0.902,0.113,6.356,0.006,0.611,3481.084,14.634,0.612,17.869,0.139,0.62,0.089,0.772,0.042,0.086
-0.95,-0.051,-0.077,0.0,0.0,0.912,0.114,6.362,0.006,0.605,3583.7,14.514,0.608,17.875,0.148,0.636,0.094,0.775,0.051,0.077
-0.9,-0.045,-0.081,0.0,0.0,0.917,0.118,6.369,0.007,0.623,3899.955,14.479,0.627,17.806,0.158,0.65,0.098,0.778,0.045,0.081
-0.85,-0.058,-0.077,0.0,0.0,0.921,0.112,6.372,0.006,0.591,3583.599,14.45,0.596,17.931,0.172,0.674,0.106,0.781,0.058,0.077
-0.8,-0.043,-0.075,0.0,0.0,0.928,0.116,6.369,0.007,0.621,3817.991,14.554,0.624,18.027,0.187,0.692,0.112,0.785,0.043,0.075
-0.75,-0.025,-0.073,0.0,0.0,0.937,0.115,6.354,0.006,0.627,3554.391,14.724,0.631,18.175,0.204,0.713,0.12,0.788,0.025,0.073
-0.7,-0.043,-0.078,0.0,0.0,0.942,0.114,6.344,0.006,0.616,3394.838,14.618,0.62,18.389,0.224,0.734,0.129,0.792,0.043,0.078
-0.65,-0.033,-0.078,0.0,0.0,0.949,0.117,6.347,0.006,0.615,3562.485,14.44,0.62,18.458,0.249,0.754,0.137,0.797,0.033,0.078
-0.6,-0.034,-0.072,0.0,0.0,0.96,0.117,6.357,0.006,0.611,3696.073,14.389,0.616,18.602,0.278,0.775,0.148,0.803,0.034,0.072
-0.55,-0.044,-0.069,0.0,0.0,0.963,0.118,6.371,0.007,0.605,3936.257,14.226,0.608,18.725,0.315,0.797,0.16,0.81,0.044,0.069
-0.5,-0.033,-0.062,0.0,0.0,0.97,0.114,6.382,0.006,0.599,3819.294,14.406,0.6,19.034,0.359,0.822,0.177,0.818,0.033,0.062
-0.45,-0.019,-0.058,0.0,0.0,0.977,0.118,6.387,0.007,0.604,4115.866,14.212,0.608,19.313,0.415,0.845,0.193,0.829,0.019,0.058
-0.4,-0.02,-0.051,0.0,0.0,0.983,0.113,6.374,0.006,0.584,3617.066,14.296,0.588,19.716,0.485,0.874,0.222,0.841,0.02,0.051
-0.35,-0.011,-0.049,0.0,0.0,0.989,0.115,6.34,0.006,0.625,3335.717,14.735,0.627,21.013,0.578,0.9,0.251,0.857,0.011,0.049
-0.3,-0.015,-0.039,0.0,0.0,0.989,0.113,6.324,0.006,0.628,3039.726,14.907,0.631,22.244,0.671,0.925,0.292,0.877,0.015,0.039
-0.25,-0.019,-0.029,0.0,0.0,0.994,0.112,6.33,0.006,0.632,3058.129,15.034,0.635,23.607,0.763,0.948,0.344,0.899,0.019,0.029
-0.2,-0.013,-0.021,0.0,0.0,0.992,0.111,6.354,0.006,0.625,3293.415,15.032,0.627,25.553,0.843,0.967,0.41,0.923,0.013,0.021
-0.15,-0.012,-0.014,0.0,0.0,0.992,0.114,6.398,0.006,0.626,4049.176,14.765,0.627,27.712,0.912,0.981,0.482,0.949,0.012,0.014
-0.1,-0.008,-0.008,0.0,0.0,0.995,0.116,6.46,0.007,0.603,4926.036,14.322,0.604,30.296,0.958,0.991,0.573,0.973,0.008,0.008
-0.05,-0.006,-0.004,0.0,0.0,0.999,0.12,6.537,0.008,0.601,6211.801,14.013,0.604,33.09,0.985,0.997,0.687,0.99,0.006,0.004
0.0,0.0,0.0,0.0,0.0,1.0,0.12,6.626,0.009,0.615,7243.727,14.218,0.616,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.05,0.011,0.0,0.0,0.0,0.998,0.116,6.537,0.008,0.619,5843.93,14.536,0.62,35.016,0.984,0.997,0.695,0.989,-0.011,0.0
0.1,0.016,0.006,0.0,0.0,1.0,0.115,6.459,0.007,0.624,4819.169,14.71,0.627,30.58,0.957,0.991,0.576,0.971,-0.016,-0.006
0.15,0.008,0.015,0.0,0.0,0.997,0.109,6.398,0.006,0.628,3667.051,15.234,0.631,27.523,0.906,0.981,0.492,0.947,-0.008,-0.015
0.2,0.021,0.023,0.0,0.0,1.001,0.11,6.354,0.006,0.63,3226.603,15.197,0.631,25.362,0.842,0.967,0.411,0.924,-0.021,-0.023
0.25,0.033,0.027,0.0,0.0,0.999,0.108,6.328,0.005,0.641,2836.234,15.508,0.643,23.271,0.758,0.949,0.35,0.899,-0.033,-0.027
0.3,0.042,0.033,0.0,0.0,0.996,0.109,6.323,0.006,0.633,2879.735,15.243,0.635,22.192,0.668,0.926,0.296,0.878,-0.042,-0.033
0.35,0.035,0.045,0.0,0.0,0.991,0.113,6.339,0.006,0.625,3273.857,14.84,0.627,21.045,0.577,0.9,0.253,0.859,-0.035,-0.045
0.4,0.053,0.044,0.0,0.0,0.988,0.112,6.373,0.006,0.618,3637.446,14.804,0.62,20.104,0.486,0.873,0.222,0.842,-0.053,-0.044
0.45,0.05,0.06,0.0,0.0,0.981,0.112,6.386,0.006,0.608,3739.872,14.719,0.612,19.52,0.413,0.846,0.198,0.829,-0.05,-0.06
0.5,0.048,0.069,0.0,0.0,0.975,0.113,6.381,0.006,0.61,3760.247,14.668,0.612,19.141,0.358,0.821,0.178,0.819,-0.048,-0.069
0.55,0.053,0.072,0.0,0.0,0.965,0.112,6.369,0.006,0.621,3585.542,14.889,0.624,18.918,0.313,0.798,0.163,0.811,-0.053,-0.072
0.6,0.061,0.079,0.0,0.0,0.955,0.111,6.355,0.006,0.619,3391.349,14.9,0.62,18.761,0.277,0.776,0.151,0.804,-0.061,-0.079
0.65,0.072,0.08,0.0,0.0,0.952,0.109,6.345,0.006,0.623,3162.024,15.108,0.624,18.654,0.247,0.755,0.141,0.798,-0.072,-0.08
0.7,0.074,0.081,0.0,0.0,0.945,0.112,6.343,0.006,0.631,3255.709,15.046,0.631,18.377,0.223,0.733,0.13,0.794,-0.074,-0.081
0.75,0.072,0.086,0.0,0.0,0.934,0.114,6.352,0.006,0.631,3532.075,14.836,0.631,18.15,0.203,0.711,0.121,0.791,-0.072,-0.086
0.8,0.075,0.085,0.0,0.0,0.926,0.116,6.367,0.007,0.634,3813.562,14.75,0.635,17.914,0.185,0.689,0.112,0.787,-0.075,-0.085
0.85,0.084,0.08,0.0,0.0,0.919,0.109,6.372,0.006,0.613,3440.424,14.963,0.616,18.145,0.171,0.673,0.108,0.783,-0.084,-0.08
0.9,0.088,0.081,0.0,0.0,0.917,0.113,6.369,0.006,0.622,3624.154,14.822,0.624,17.937,0.157,0.652,0.1,0.78,-0.088,-0.081
0.95,0.078,0.078,0.0,0.0,0.908,0.112,6.361,0.006,0.622,3514.539,14.867,0.624,17.904,0.146,0.634,0.094,0.777,-0.078,-0.078
1.0,0.074,0.083,0.0,0.0,0.902,0.11,6.355,0.006,0.609,3295.304,14.892,0.612,17.957,0.138,0.621,0.09,0.775,-0.074,-0.083
1.05,0.059,0.078,0.0,0.0,0.892,0.112,6.352,0.006,0.631,3414.241,15.0,0.631,17.766,0.131,0.605,0.085,0.773,-0.059,-0.078
1.1,0.057,0.077,0.0,0.0,0.882,0.112,6.353,0.006,0.628,3404.42,14.991,0.627,17.759,0.124,0.593,0.081,0.771,-0.057,-0.077
1.15,0.053,0.075,0.0,0.0,0.873,0.111,6.362,0.006,0.617,3433.646,14.938,0.62,17.786,0.119,0.582,0.078,0.768,-0.053,-0.075
1.2,0.05,0.069,0.0,0.0,0.855,0.112,6.369,0.006,0.604,3590.783,14.656,0.604,17.671,0.114,0.57,0.074,0.766,-0.05,-0.069
1.25,-0.276,0.083,0.0,0.0,0.734,0.111,6.369,0.006,0.601,3542.813,14.658,0.604,17.641,0.11,0.56,0.07,0.764,0.276,-0.083
1.3,-0.299,0.081,0.0,0.0,0.716,0.108,6.366,0.006,0.59,3285.591,14.762,0.592,17.621,0.106,0.552,0.067,0.762,0.299,-0.081
1.35,-0.32,0.093,0.0,0.0,0.694,0.107,6.361,0.006,0.582,3189.728,14.706,0.584,17.513,0.104,0.543,0.065,0.76,0.32,-0.093
1.4,-0.34,0.1,0.0,0.0,0.674,0.108,6.356,0.006,0.593,3170.64,14.818,0.596,17.633,0.101,0.533,0.062,0.759,0.34,-0.1
