angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,median_brightness,sharpness,dynamic_range,snr,motion_magnitude,delta_response,delta_entropy,delta_gradient_energy,delta_sharpness,delta_motion_mag,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.0,-1.98,0.006,-2.0,0.0,0.98,0.044,4.341,0.001,0.651,0.651,542.518,1.0,23.444,1.98,0.065,0.002,-0.0,-31.055,-6.991,25.086,0.268,0.661,0.034,0.789,-0.02,-0.006
0.0,-1.984,-3.967,-2.0,-4.0,0.93,0.043,4.343,0.001,0.648,0.651,524.242,1.0,23.588,4.436,-0.051,0.002,-0.0,-18.276,2.456,25.603,0.351,0.697,0.033,0.761,-0.016,-0.033
0.0,-1.965,-8.933,-2.0,-9.0,0.908,0.044,4.347,0.001,0.637,0.639,545.769,1.0,23.297,9.147,-0.022,0.004,0.0,21.527,4.711,26.119,0.474,0.759,0.056,0.76,-0.035,-0.067
0.0,-1.986,7.999,-2.0,8.0,0.915,0.047,4.337,0.001,0.618,0.62,631.36,1.0,22.295,8.242,0.007,-0.01,0.0,85.591,-0.905,23.341,0.198,0.512,0.01,0.734,-0.014,0.001
0.0,-2.981,-13.015,-3.0,-13.0,0.854,0.044,4.346,0.001,0.634,0.635,558.237,1.0,23.155,13.352,-0.06,0.009,-0.0,-73.122,5.11,25.284,0.376,0.683,0.032,0.743,-0.019,0.015
0.0,-3.986,-9.943,-4.0,-10.0,0.883,0.043,4.347,0.001,0.643,0.643,518.241,1.0,23.544,10.712,0.029,0.0,-0.0,-39.996,-2.641,24.798,0.221,0.528,0.009,0.74,-0.014,-0.057
0.0,-4.002,2.977,-4.0,3.0,0.92,0.047,4.34,0.001,0.604,0.604,611.904,1.0,22.194,4.988,0.037,-0.007,0.0,93.663,-5.724,22.333,0.193,0.464,0.005,0.741,0.002,0.023
0.0,-4.984,-11.005,-5.0,-11.0,0.849,0.044,4.345,0.001,0.643,0.643,541.994,1.0,23.305,12.081,-0.071,0.005,-0.0,-69.91,7.093,24.518,0.2,0.471,0.005,0.736,-0.016,0.005
0.0,-4.984,-8.904,-5.0,-9.0,0.889,0.044,4.342,0.001,0.649,0.651,552.52,1.0,23.333,10.204,0.04,-0.003,0.0,10.526,-1.877,24.545,0.198,0.463,0.004,0.735,-0.016,-0.096
0.0,-4.964,7.983,-5.0,8.0,0.903,0.048,4.338,0.001,0.625,0.627,641.957,1.0,22.329,9.4,0.014,-0.004,0.0,89.436,-0.804,23.848,0.286,0.506,0.006,0.729,-0.036,0.017
0.0,-6.013,-1.915,-6.0,-2.0,0.941,0.044,4.338,0.001,0.657,0.659,535.796,1.0,23.486,6.31,0.038,0.0,-0.0,-106.16,-3.09,24.766,0.287,0.505,0.004,0.737,0.013,-0.085
0.0,-5.997,0.893,-6.0,1.0,0.957,0.047,4.338,0.001,0.632,0.631,603.257,1.0,22.6,6.063,0.016,-0.0,0.0,67.46,-0.248,24.292,0.305,0.511,0.005,0.735,-0.003,0.107
0.0,-6.006,7.065,-6.0,7.0,0.907,0.047,4.335,0.001,0.632,0.631,605.652,1.0,22.608,9.273,-0.05,-0.003,-0.0,2.395,3.21,24.525,0.356,0.536,0.011,0.733,0.006,-0.065
0.0,-7.02,-0.919,-7.0,-1.0,0.959,0.043,4.341,0.001,0.633,0.635,517.021,1.0,23.372,7.079,0.052,0.006,-0.0,-88.631,-2.193,24.899,0.375,0.553,0.01,0.737,0.02,-0.081
0.0,-7.033,-4.008,-7.0,-4.0,0.899,0.044,4.342,0.001,0.637,0.639,558.527,1.0,23.127,8.095,-0.059,0.001,0.0,41.506,1.016,24.763,0.336,0.527,0.007,0.732,0.033,0.008
0.0,-7.013,2.967,-7.0,3.0,0.91,0.046,4.336,0.001,0.616,0.616,562.964,1.0,22.609,7.615,0.011,-0.006,0.0,4.437,-0.48,23.717,0.381,0.547,0.013,0.734,0.013,0.033
0.0,-8.011,-1.919,-8.0,-2.0,0.941,0.045,4.337,0.001,0.631,0.631,547.846,1.0,22.928,8.238,0.031,0.002,-0.0,-15.119,0.622,24.714,0.386,0.539,0.013,0.736,0.011,-0.081
0.0,-8.007,-2.99,-8.0,-3.0,0.916,0.045,4.336,0.001,0.643,0.643,534.988,1.0,23.158,8.547,-0.025,-0.002,-0.0,-12.857,0.309,25.162,0.386,0.54,0.013,0.736,0.007,-0.01
0.0,-8.003,-7.033,-8.0,-7.0,0.904,0.045,4.334,0.001,0.652,0.651,534.221,1.0,23.284,10.654,-0.013,-0.002,0.0,-0.767,2.107,25.163,0.374,0.535,0.011,0.731,0.003,0.033
0.0,-7.994,11.96,-8.0,12.0,0.861,0.047,4.335,0.001,0.611,0.612,615.731,1.0,22.213,14.386,-0.043,0.001,0.0,81.51,3.732,22.868,0.269,0.449,0.005,0.731,-0.006,0.04
0.0,-7.987,1.914,-8.0,2.0,0.946,0.047,4.335,0.001,0.611,0.612,597.877,1.0,22.202,8.214,0.085,-0.0,-0.0,-17.854,-6.172,23.196,0.364,0.516,0.012,0.733,-0.013,0.086
0.0,-8.003,4.969,-8.0,5.0,0.898,0.047,4.332,0.001,0.623,0.624,578.741,1.0,22.506,9.421,-0.048,-0.003,-0.0,-19.137,1.207,23.965,0.34,0.503,0.009,0.733,0.003,0.031
0.0,-8.001,7.983,-8.0,8.0,0.898,0.048,4.335,0.001,0.611,0.612,633.864,1.0,22.183,11.303,0.001,0.003,0.0,55.123,1.882,22.967,0.304,0.476,0.007,0.731,0.001,0.017
0.0,-8.959,-13.019,-9.0,-13.0,0.846,0.044,4.345,0.001,0.65,0.651,540.636,1.0,23.314,15.804,-0.053,0.01,-0.0,-93.228,4.502,25.21,0.382,0.539,0.011,0.729,-0.041,0.019
0.0,-8.973,-1.954,-9.0,-2.0,0.927,0.044,4.338,0.001,0.655,0.655,531.724,1.0,23.395,9.183,0.081,-0.007,-0.0,-8.912,-6.621,25.006,0.346,0.512,0.009,0.736,-0.027,-0.046
0.0,-8.959,-7.075,-9.0,-7.0,0.891,0.043,4.344,0.001,0.639,0.639,516.458,1.0,23.357,11.416,-0.036,0.007,-0.0,-15.267,2.232,25.123,0.384,0.537,0.012,0.735,-0.041,0.075
0.0,-8.98,6.017,-9.0,6.0,0.896,0.049,4.333,0.001,0.611,0.612,653.282,1.0,21.87,10.81,0.005,-0.011,0.0,136.824,-0.606,22.708,0.246,0.429,0.004,0.728,-0.02,-0.017
0.0,10.002,-11.971,10.0,-12.0,0.846,0.044,4.367,0.001,0.632,0.635,567.462,1.0,23.213,15.6,-0.05,0.033,-0.0,-85.82,4.79,24.043,0.222,0.425,0.004,0.737,-0.002,-0.029
0.0,9.987,-0.915,10.0,-1.0,0.941,0.045,4.356,0.001,0.648,0.651,597.443,1.0,23.065,10.029,0.095,-0.011,0.0,29.981,-5.57,24.403,0.246,0.439,0.004,0.73,0.013,-0.085
0.0,9.972,-4.98,10.0,-5.0,0.883,0.044,4.357,0.001,0.634,0.639,561.949,1.0,23.162,11.146,-0.058,0.001,-0.0,-35.494,1.117,24.166,0.232,0.429,0.003,0.735,0.028,-0.02
0.0,10.001,12.998,10.0,13.0,0.844,0.046,4.348,0.001,0.611,0.616,587.777,1.0,22.475,16.4,-0.039,-0.009,0.0,25.829,5.254,23.244,0.356,0.518,0.01,0.73,-0.001,0.002
0.0,10.99,-14.018,11.0,-14.0,0.842,0.045,4.367,0.001,0.639,0.643,584.654,1.0,23.072,17.813,-0.002,0.019,-0.0,-3.124,1.412,24.348,0.249,0.47,0.006,0.732,0.01,0.018
0.0,10.981,12.013,11.0,12.0,0.847,0.048,4.35,0.001,0.597,0.6,652.071,1.0,21.915,16.276,0.005,-0.017,0.0,67.418,-1.537,21.822,0.271,0.454,0.005,0.727,0.019,-0.013
0.0,11.0,12.97,11.0,13.0,0.836,0.048,4.351,0.001,0.612,0.616,649.637,1.0,22.062,17.006,-0.011,0.0,0.0,-2.435,0.731,22.862,0.278,0.459,0.005,0.725,0.0,0.03
0.0,11.015,7.082,11.0,7.0,0.876,0.048,4.351,0.001,0.624,0.631,646.616,1.0,22.289,13.096,0.04,0.001,-0.0,-3.021,-3.911,23.443,0.231,0.422,0.003,0.729,-0.015,-0.082
0.0,11.999,-6.031,12.0,-6.0,0.874,0.045,4.363,0.001,0.648,0.651,578.156,1.0,23.227,13.43,-0.001,0.012,-0.0,-68.46,0.334,24.504,0.244,0.467,0.006,0.735,0.001,0.031
0.0,12.005,-8.927,12.0,-9.0,0.862,0.043,4.366,0.001,0.634,0.639,556.209,1.0,23.345,14.96,-0.012,0.003,-0.0,-21.947,1.531,24.475,0.283,0.507,0.009,0.737,-0.005,-0.073
0.0,11.99,5.003,12.0,5.0,0.871,0.047,4.353,0.001,0.613,0.62,631.162,1.0,22.263,12.992,0.008,-0.013,0.0,74.953,-1.968,22.731,0.193,0.394,0.003,0.731,0.01,-0.003
0.0,12.986,-10.97,13.0,-11.0,0.832,0.044,4.368,0.001,0.623,0.627,557.76,1.0,23.096,16.999,-0.038,0.015,-0.0,-73.402,4.007,24.428,0.4,0.594,0.022,0.737,0.014,-0.03
0.0,12.993,-14.043,13.0,-14.0,0.836,0.044,4.372,0.001,0.656,0.663,564.845,1.0,23.499,19.132,0.004,0.004,0.0,7.085,2.132,25.527,0.421,0.604,0.025,0.735,0.007,0.043
0.0,12.997,-7.055,13.0,-7.0,0.876,0.044,4.366,0.001,0.645,0.651,567.197,1.0,23.35,14.788,0.04,-0.006,0.0,2.352,-4.343,25.074,0.349,0.561,0.016,0.735,0.003,0.055
0.0,12.996,-8.892,13.0,-9.0,0.863,0.045,4.366,0.001,0.63,0.635,589.82,1.0,22.967,15.747,-0.012,0.001,0.0,22.623,0.958,24.648,0.373,0.573,0.019,0.736,0.004,-0.108
0.0,12.986,9.941,13.0,10.0,0.856,0.048,4.354,0.001,0.62,0.627,659.709,1.0,22.168,16.354,-0.008,-0.012,0.0,69.889,0.608,23.063,0.189,0.392,0.004,0.728,0.014,0.059
0.0,0.957,9.943,1.0,10.0,0.909,0.047,4.336,0.001,0.593,0.596,608.465,1.0,22.06,9.989,0.053,-0.018,-0.0,-51.244,-6.365,22.741,0.543,0.788,0.085,0.77,0.043,0.057
0.0,0.977,7.988,1.0,8.0,0.918,0.047,4.334,0.001,0.599,0.6,616.606,1.0,22.031,8.048,0.009,-0.002,0.0,8.141,-1.941,23.362,0.569,0.801,0.095,0.777,0.023,0.012
0.0,2.007,-11.001,2.0,-11.0,0.874,0.043,4.349,0.001,0.625,0.627,526.01,1.0,23.265,11.183,-0.044,0.015,-0.0,-90.595,3.135,24.037,0.213,0.509,0.008,0.738,-0.007,0.001
0.0,2.002,-11.974,2.0,-12.0,0.872,0.043,4.355,0.001,0.634,0.635,548.119,1.0,23.331,12.141,-0.002,0.005,0.0,22.109,0.958,24.387,0.209,0.502,0.007,0.737,-0.002,-0.026
0.0,1.999,-3.967,2.0,-4.0,0.924,0.044,4.35,0.001,0.644,0.647,556.984,1.0,23.377,4.442,0.052,-0.005,0.0,8.864,-7.698,24.874,0.236,0.584,0.017,0.756,0.001,-0.033
0.0,1.996,9.944,2.0,10.0,0.901,0.049,4.34,0.001,0.612,0.616,674.282,1.0,21.891,10.142,-0.023,-0.01,0.0,117.298,5.7,24.036,0.47,0.746,0.058,0.755,0.004,0.056
0.0,2.001,12.001,2.0,12.0,0.877,0.048,4.342,0.001,0.608,0.612,646.882,1.0,22.135,12.166,-0.024,0.002,-0.0,-27.4,2.024,23.939,0.508,0.764,0.068,0.764,-0.001,-0.001
0.0,3.024,-0.003,3.0,0.0,0.972,0.045,4.347,0.001,0.652,0.655,572.669,1.0,23.293,3.024,0.096,0.005,-0.0,-74.214,-9.142,24.764,0.222,0.535,0.013,0.768,-0.024,0.003
0.0,3.018,-12.984,3.0,-13.0,0.855,0.043,4.351,0.001,0.658,0.663,540.616,1.0,23.658,13.33,-0.118,0.003,-0.0,-32.052,10.306,24.646,0.228,0.494,0.004,0.732,-0.018,-0.016
0.0,2.977,-3.96,3.0,-4.0,0.913,0.043,4.35,0.001,0.642,0.643,534.583,1.0,23.489,4.954,0.058,-0.001,-0.0,-6.033,-8.376,24.649,0.206,0.509,0.008,0.753,0.023,-0.04
0.0,2.985,-7.041,3.0,-7.0,0.912,0.045,4.351,0.001,0.638,0.639,578.404,1.0,23.123,7.648,-0.001,0.002,0.0,43.82,2.694,24.356,0.197,0.485,0.006,0.739,0.015,0.041
0.0,3.011,11.005,3.0,11.0,0.873,0.047,4.338,0.001,0.62,0.624,620.825,1.0,22.428,11.41,-0.039,-0.013,0.0,42.421,3.762,23.99,0.316,0.645,0.023,0.737,-0.011,-0.005
0.0,3.029,7.988,3.0,8.0,0.909,0.048,4.343,0.001,0.623,0.627,654.327,1.0,22.265,8.543,0.036,0.005,0.0,33.502,-2.867,23.778,0.25,0.59,0.016,0.735,-0.029,0.012
0.0,4.005,-10.974,4.0,-11.0,0.862,0.044,4.352,0.001,0.641,0.643,566.718,1.0,23.207,11.682,-0.047,0.009,-0.0,-87.609,3.139,24.62,0.262,0.505,0.004,0.731,-0.005,-0.026
0.0,4.001,8.943,4.0,9.0,0.89,0.046,4.344,0.001,0.613,0.616,600.324,1.0,22.52,9.797,0.028,-0.008,0.0,33.606,-1.885,23.026,0.199,0.506,0.008,0.735,-0.001,0.057
0.0,4.989,-9.94,5.0,-10.0,0.874,0.044,4.352,0.001,0.644,0.647,550.56,1.0,23.341,11.122,-0.016,0.008,-0.0,-49.764,1.325,24.98,0.326,0.54,0.007,0.731,0.011,-0.06
0.0,5.984,-2.95,6.0,-3.0,0.91,0.044,4.35,0.001,0.649,0.651,555.913,1.0,23.349,6.672,0.036,-0.002,0.0,5.353,-4.45,25.018,0.333,0.537,0.007,0.734,0.016,-0.05
0.0,6.998,-7.988,7.0,-8.0,0.898,0.043,4.351,0.001,0.646,0.651,536.64,1.0,23.469,10.62,-0.012,0.001,-0.0,-19.273,3.948,25.279,0.383,0.547,0.013,0.737,0.002,-0.012
0.0,7.012,10.973,7.0,11.0,0.866,0.048,4.342,0.001,0.609,0.612,647.664,1.0,22.015,13.022,-0.032,-0.009,0.0,111.023,2.403,22.612,0.241,0.465,0.003,0.722,-0.012,0.027
0.0,7.989,0.001,8.0,0.0,0.956,0.043,4.35,0.001,0.649,0.651,544.778,1.0,23.563,7.989,0.09,0.008,-0.0,-102.886,-5.033,25.366,0.391,0.55,0.013,0.738,0.011,-0.001
0.0,7.996,-12.975,8.0,-13.0,0.853,0.044,4.358,0.001,0.626,0.631,557.619,1.0,23.027,15.241,-0.103,0.008,0.0,12.841,7.252,23.946,0.274,0.461,0.005,0.73,0.004,-0.025
0.0,7.982,-0.95,8.0,-1.0,0.953,0.042,4.346,0.001,0.63,0.635,500.297,1.0,23.45,8.039,0.1,-0.012,-0.0,-57.322,-7.202,24.825,0.39,0.55,0.013,0.737,0.018,-0.05
0.0,7.981,-1.92,8.0,-2.0,0.94,0.046,4.351,0.001,0.627,0.631,590.044,1.0,22.751,8.209,-0.013,0.005,0.0,89.746,0.17,24.349,0.369,0.529,0.012,0.73,0.019,-0.08
0.0,7.98,-2.985,8.0,-3.0,0.913,0.045,4.351,0.001,0.639,0.643,578.736,1.0,22.971,8.52,-0.027,-0.0,-0.0,-11.307,0.311,24.845,0.361,0.524,0.011,0.731,0.02,-0.015
0.0,7.978,-7.017,8.0,-7.0,0.903,0.045,4.349,0.001,0.648,0.651,579.436,1.0,23.09,10.625,-0.01,-0.001,0.0,0.7,2.105,24.796,0.324,0.497,0.008,0.732,0.022,0.017
0.0,8.003,2.983,8.0,3.0,0.914,0.047,4.347,0.001,0.592,0.596,615.275,1.0,21.954,8.541,0.011,-0.003,0.0,35.839,-2.084,21.758,0.37,0.53,0.012,0.73,-0.003,0.017
0.0,7.983,8.972,8.0,9.0,0.894,0.049,4.339,0.001,0.614,0.62,647.281,1.0,21.988,12.01,-0.021,-0.008,0.0,32.006,3.468,23.229,0.334,0.508,0.007,0.72,0.017,0.028
0.0,8.976,-4.987,9.0,-5.0,0.89,0.043,4.356,0.001,0.64,0.643,534.843,1.0,23.416,10.268,-0.004,0.017,-0.0,-112.438,-1.741,24.64,0.28,0.471,0.004,0.734,0.024,-0.013
0.0,8.98,-8.916,9.0,-9.0,0.882,0.044,4.36,0.001,0.629,0.635,561.024,1.0,23.143,12.654,-0.008,0.004,0.0,26.18,2.386,24.028,0.249,0.44,0.004,0.735,0.02,-0.084
0.0,8.959,0.915,9.0,1.0,0.947,0.047,4.35,0.001,0.61,0.616,638.715,1.0,22.192,9.006,0.066,-0.01,0.0,77.692,-3.648,22.925,0.32,0.489,0.008,0.729,0.041,0.085
0.0,8.954,1.941,9.0,2.0,0.931,0.047,4.349,0.001,0.591,0.596,631.881,1.0,21.937,9.162,-0.016,-0.001,-0.0,-6.834,0.156,21.615,0.328,0.494,0.008,0.729,0.046,0.059
0.0,0.0,0.0,0.0,0.0,1.0,0.101,6.406,0.006,0.648,0.655,4114.759,1.0,16.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,-0.012,-11.994,0.0,-12.0,0.949,0.106,6.49,0.006,0.64,0.651,4389.938,1.0,15.597,11.994,-0.051,0.084,0.0,275.178,11.994,16.958,0.145,0.237,0.004,0.622,0.012,-0.006
0.0,-0.009,-12.997,0.0,-13.0,0.944,0.109,6.496,0.006,0.651,0.663,4563.46,1.0,15.547,12.997,-0.006,0.006,0.0,173.523,1.002,16.694,0.118,0.185,0.003,0.621,0.009,-0.003
0.0,-0.002,-7.989,0.0,-8.0,0.967,0.105,6.46,0.006,0.647,0.655,4308.144,1.0,15.806,7.989,0.023,-0.036,-0.0,-255.316,-5.007,17.377,0.194,0.335,0.007,0.646,0.002,-0.011
0.0,-0.004,2.001,0.0,2.0,0.99,0.1,6.391,0.006,0.649,0.655,4050.191,1.0,16.236,2.001,0.023,-0.068,-0.0,-257.954,-5.988,18.825,0.243,0.654,0.044,0.727,0.004,-0.001
0.0,-9.967,-13.992,-10.0,-14.0,0.878,0.107,6.481,0.006,0.65,0.663,4395.305,1.0,15.646,17.179,-0.112,0.09,0.001,345.114,15.178,16.992,0.167,0.25,0.011,0.632,-0.033,-0.008
0.0,-9.978,-7.996,-10.0,-8.0,0.887,0.106,6.442,0.006,0.662,0.675,4395.482,1.0,15.941,12.787,0.01,-0.039,-0.0,0.177,-4.392,16.877,0.136,0.225,0.004,0.621,-0.022,-0.004
0.0,-9.979,-9.004,-10.0,-9.0,0.887,0.105,6.45,0.006,0.651,0.663,4290.675,1.0,15.876,13.441,-0.0,0.008,-0.0,-104.807,0.654,16.772,0.115,0.179,0.003,0.62,-0.021,0.004
0.0,-9.984,4.005,-10.0,4.0,0.892,0.096,6.365,0.005,0.637,0.643,3774.944,1.0,16.412,10.757,0.005,-0.085,-0.001,-515.731,-2.684,20.67,0.424,0.786,0.097,0.781,-0.016,-0.005
0.0,-10.981,-9.989,-11.0,-10.0,0.876,0.105,6.455,0.006,0.651,0.663,4303.986,1.0,15.841,14.845,-0.017,0.09,0.001,529.042,4.088,16.645,0.108,0.155,0.003,0.623,-0.019,-0.011
0.0,-10.978,-10.991,-11.0,-11.0,0.877,0.105,6.461,0.006,0.648,0.663,4278.419,1.0,15.792,15.534,0.001,0.006,-0.0,-25.567,0.69,16.673,0.121,0.169,0.004,0.626,-0.022,-0.009
0.0,-10.987,11.013,-11.0,11.0,0.857,0.097,6.317,0.005,0.659,0.667,3812.365,1.0,16.688,15.556,-0.019,-0.144,-0.001,-466.054,0.022,17.219,0.124,0.292,0.004,0.63,-0.013,-0.013
0.0,-10.979,12.997,-11.0,13.0,0.854,0.095,6.303,0.005,0.651,0.655,3664.804,1.0,16.761,17.014,-0.003,-0.014,-0.0,-147.561,1.458,17.733,0.225,0.36,0.01,0.643,-0.021,0.003
0.0,-11.983,-0.992,-12.0,-1.0,0.898,0.101,6.396,0.006,0.652,0.663,4047.56,1.0,16.233,12.024,0.044,0.092,0.001,382.757,-4.989,17.034,0.094,0.274,0.004,0.63,-0.017,-0.008
0.0,-11.979,-1.986,-12.0,-2.0,0.898,0.1,6.402,0.005,0.644,0.655,3975.357,1.0,16.194,12.143,0.0,0.006,-0.0,-72.204,0.118,17.269,0.142,0.307,0.005,0.637,-0.021,-0.014
0.0,-11.976,-8.994,-12.0,-9.0,0.873,0.104,6.445,0.006,0.651,0.663,4220.569,1.0,15.908,14.977,-0.025,0.044,0.0,245.213,2.834,16.685,0.107,0.158,0.003,0.62,-0.024,-0.006
0.0,-11.976,3.997,-12.0,4.0,0.885,0.099,6.362,0.005,0.656,0.663,3951.553,1.0,16.434,12.625,0.012,-0.083,-0.0,-269.016,-2.352,19.633,0.351,0.735,0.064,0.743,-0.024,0.003
0.0,-12.981,-4.981,-13.0,-5.0,0.881,0.101,6.419,0.006,0.644,0.655,3994.841,1.0,16.1,13.904,-0.005,0.056,0.0,43.288,1.279,17.568,0.218,0.321,0.011,0.634,-0.019,-0.019
0.0,-12.988,11.008,-13.0,11.0,0.849,0.097,6.315,0.005,0.665,0.671,3811.051,1.0,16.703,17.025,-0.031,-0.103,-0.0,-183.79,3.121,17.08,0.095,0.272,0.004,0.629,-0.012,-0.008
0.0,-12.981,7.0,-13.0,7.0,0.865,0.098,6.342,0.005,0.659,0.667,3858.991,1.0,16.557,14.748,0.015,0.027,0.0,47.94,-2.277,19.016,0.269,0.64,0.037,0.714,-0.019,0.0
0.0,-12.992,8.995,-13.0,9.0,0.857,0.097,6.327,0.005,0.657,0.663,3756.372,1.0,16.626,15.802,-0.008,-0.016,-0.0,-102.618,1.054,17.674,0.113,0.375,0.008,0.655,-0.008,0.005
0.0,-13.974,0.02,-14.0,0.0,0.891,0.099,6.387,0.005,0.647,0.659,3904.678,1.0,16.285,13.974,0.034,0.06,0.0,148.305,-1.828,17.082,0.089,0.274,0.005,0.628,-0.026,-0.02
0.0,-13.973,1.003,-14.0,1.0,0.889,0.101,6.38,0.006,0.659,0.671,4010.236,1.0,16.321,14.009,-0.002,-0.007,0.0,105.559,0.035,17.028,0.07,0.29,0.006,0.638,-0.027,-0.003
0.0,-1.985,-1.007,-2.0,-1.0,0.985,0.102,6.413,0.006,0.651,0.659,4234.773,1.0,16.114,2.226,0.096,0.033,0.0,224.537,-11.784,18.951,0.277,0.703,0.051,0.732,-0.015,0.007
0.0,-1.986,-2.986,-2.0,-3.0,0.977,0.104,6.427,0.006,0.656,0.667,4346.775,1.0,16.033,3.586,-0.008,0.014,0.0,112.001,1.36,17.45,0.099,0.389,0.012,0.662,-0.014,-0.014
0.0,-1.989,-3.985,-2.0,-4.0,0.971,0.101,6.433,0.006,0.634,0.643,4097.197,1.0,15.988,4.454,-0.006,0.006,-0.0,-249.578,0.868,17.162,0.068,0.297,0.007,0.647,-0.011,-0.015
0.0,-1.985,-9.0,-2.0,-9.0,0.954,0.106,6.467,0.006,0.65,0.659,4424.352,1.0,15.763,9.217,-0.017,0.034,0.0,327.156,4.763,17.517,0.227,0.336,0.011,0.639,-0.015,-0.0
0.0,-1.99,9.0,-2.0,9.0,0.945,0.098,6.34,0.005,0.661,0.667,4020.764,1.0,16.552,9.217,-0.009,-0.127,-0.001,-403.588,0.0,17.607,0.214,0.353,0.008,0.65,-0.01,0.0
0.0,-2.992,-11.986,-3.0,-12.0,0.936,0.107,6.485,0.006,0.649,0.659,4482.061,1.0,15.641,12.354,-0.009,0.145,0.001,461.297,3.137,16.719,0.114,0.176,0.003,0.621,-0.008,-0.014
0.0,-2.98,0.998,-3.0,1.0,0.975,0.1,6.397,0.006,0.649,0.655,4111.093,1.0,16.213,3.142,0.039,-0.088,-0.001,-370.968,-9.211,21.224,0.458,0.842,0.13,0.813,-0.02,0.002
0.0,-2.985,1.998,-3.0,2.0,0.968,0.102,6.389,0.006,0.656,0.663,4221.028,1.0,16.207,3.592,-0.006,-0.008,0.0,109.935,0.45,20.259,0.385,0.79,0.087,0.777,-0.015,0.002
0.0,-3.979,-9.989,-4.0,-10.0,0.934,0.105,6.469,0.006,0.641,0.651,4303.403,1.0,15.749,10.753,-0.034,0.08,0.0,82.375,7.161,17.106,0.158,0.255,0.005,0.624,-0.021,-0.011
0.0,-3.983,-13.979,-4.0,-14.0,0.917,0.109,6.495,0.006,0.652,0.663,4540.735,1.0,15.557,14.535,-0.017,0.026,0.0,237.333,3.783,16.554,0.116,0.168,0.004,0.63,-0.017,-0.021
0.0,-3.984,6.999,-4.0,7.0,0.929,0.098,6.353,0.005,0.653,0.659,3955.85,1.0,16.489,8.053,0.012,-0.142,-0.001,-584.885,-6.482,17.193,0.076,0.26,0.004,0.638,-0.016,0.001
0.0,-4.982,0.003,-5.0,0.0,0.957,0.102,6.401,0.006,0.657,0.667,4207.252,1.0,16.198,4.982,0.028,0.048,0.0,251.402,-3.071,18.627,0.236,0.63,0.032,0.71,-0.018,-0.003
0.0,-4.987,-9.99,-5.0,-10.0,0.923,0.105,6.468,0.006,0.644,0.655,4333.8,1.0,15.758,11.165,-0.034,0.067,0.0,126.548,6.183,16.991,0.141,0.231,0.004,0.623,-0.013,-0.01
0.0,-4.981,-5.998,-5.0,-6.0,0.933,0.103,6.44,0.006,0.645,0.655,4225.76,1.0,15.953,7.796,0.011,-0.028,-0.0,-108.04,-3.369,17.464,0.2,0.345,0.008,0.644,-0.019,-0.002
0.0,-4.978,-8.996,-5.0,-9.0,0.924,0.106,6.461,0.006,0.656,0.667,4444.472,1.0,15.809,10.282,-0.009,0.022,0.0,218.711,2.485,17.245,0.184,0.282,0.007,0.629,-0.022,-0.004
0.0,-4.978,4.003,-5.0,4.0,0.935,0.1,6.374,0.006,0.658,0.667,4112.75,1.0,16.364,6.388,0.011,-0.087,-0.001,-331.721,-3.893,18.76,0.238,0.621,0.029,0.715,-0.022,-0.003
0.0,-5.989,-8.98,-6.0,-9.0,0.919,0.104,6.459,0.006,0.645,0.655,4276.927,1.0,15.814,10.794,-0.017,0.085,0.0,164.176,4.406,17.167,0.163,0.261,0.005,0.626,-0.011,-0.02
0.0,-5.991,6.002,-6.0,6.0,0.919,0.098,6.359,0.005,0.65,0.655,3930.899,1.0,16.447,8.48,0.001,-0.1,-0.001,-346.028,-2.314,17.768,0.115,0.388,0.008,0.664,-0.009,-0.002
0.0,-6.982,-2.987,-7.0,-3.0,0.929,0.102,6.419,0.006,0.649,0.655,4162.684,1.0,16.092,7.594,0.01,0.06,0.0,231.786,-0.886,17.038,0.088,0.273,0.004,0.633,-0.018,-0.013
0.0,-6.976,-7.99,-7.0,-8.0,0.909,0.105,6.448,0.006,0.653,0.663,4337.767,1.0,15.894,10.607,-0.021,0.03,0.0,175.083,3.013,17.357,0.197,0.293,0.008,0.63,-0.024,-0.01
0.0,-6.982,3.002,-7.0,3.0,0.924,0.099,6.375,0.006,0.653,0.659,4011.505,1.0,16.356,7.6,0.015,-0.074,-0.001,-326.262,-3.007,20.921,0.437,0.8,0.102,0.793,-0.018,-0.002
0.0,-6.987,5.002,-7.0,5.0,0.912,0.098,6.364,0.005,0.65,0.655,3943.76,1.0,16.421,8.592,-0.012,-0.011,-0.0,-67.745,0.992,18.678,0.223,0.587,0.024,0.705,-0.013,-0.002
0.0,-6.984,5.993,-7.0,6.0,0.907,0.099,6.357,0.006,0.661,0.667,4052.577,1.0,16.46,9.203,-0.005,-0.007,0.0,108.817,0.611,17.863,0.137,0.44,0.011,0.672,-0.016,0.007
0.0,-7.992,-9.989,-8.0,-10.0,0.893,0.105,6.46,0.006,0.648,0.655,4299.548,1.0,15.807,12.793,-0.014,0.103,0.0,246.972,3.589,16.788,0.114,0.176,0.003,0.62,-0.008,-0.011
