angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,median_brightness,sharpness,dynamic_range,snr,motion_magnitude,delta_response,delta_entropy,delta_gradient_energy,delta_sharpness,delta_motion_mag,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.0,-11.005,-7.007,-11.0,-7.0,0.926,0.118,6.58,0.009,0.62,0.62,7432.625,1.0,14.449,13.046,-0.01,-0.007,0.0,46.972,1.646,16.494,0.056,0.279,0.007,0.747,0.005,0.007
0.0,-11.013,-9.008,-11.0,-9.0,0.92,0.119,6.58,0.009,0.619,0.62,7691.354,1.0,14.295,14.228,-0.006,0.0,0.0,258.729,1.182,16.188,0.028,0.203,0.005,0.747,0.013,0.008
0.0,-10.998,11.003,-11.0,11.0,0.92,0.119,6.604,0.009,0.6,0.604,7322.153,1.0,14.044,15.557,-0.001,0.024,-0.0,-369.201,1.329,16.231,0.045,0.201,0.005,0.746,-0.002,-0.003
0.0,-11.998,-10.01,-12.0,-10.0,0.914,0.118,6.579,0.009,0.609,0.612,7476.454,1.0,14.297,15.625,-0.006,-0.025,0.0,154.301,0.068,16.264,0.041,0.186,0.005,0.747,-0.002,0.01
0.0,-12.003,-2.007,-12.0,-2.0,0.934,0.119,6.587,0.009,0.615,0.616,7535.838,1.0,14.286,12.169,0.02,0.008,0.0,59.384,-3.456,16.652,0.051,0.356,0.015,0.749,0.003,0.007
0.0,-12.0,9.999,-12.0,10.0,0.919,0.118,6.603,0.008,0.596,0.6,7258.071,1.0,14.045,15.62,-0.015,0.017,-0.0,-277.767,3.451,16.271,0.046,0.218,0.005,0.747,-0.0,0.001
0.0,-12.002,12.005,-12.0,12.0,0.913,0.117,6.61,0.008,0.618,0.62,7036.362,1.0,14.447,16.975,-0.006,0.006,-0.0,-221.709,1.355,16.239,0.036,0.176,0.005,0.746,0.002,-0.005
0.0,-12.005,5.999,-12.0,6.0,0.929,0.115,6.596,0.008,0.597,0.596,7014.679,1.0,14.275,13.42,0.017,-0.014,0.0,-21.683,-3.555,16.499,0.044,0.242,0.006,0.746,0.005,0.001
0.0,-12.007,8.003,-12.0,8.0,0.922,0.117,6.6,0.008,0.604,0.604,7126.969,1.0,14.262,14.43,-0.007,0.005,0.0,112.29,1.009,16.455,0.049,0.238,0.006,0.746,0.007,-0.003
0.0,-13.014,7.999,-13.0,8.0,0.918,0.117,6.599,0.008,0.607,0.608,7187.584,1.0,14.269,15.276,-0.004,-0.001,0.0,60.615,0.846,16.431,0.048,0.237,0.006,0.747,0.014,0.001
0.0,-14.001,-14.01,-14.0,-14.0,0.887,0.119,6.573,0.009,0.607,0.612,7744.245,1.0,14.173,19.807,-0.031,-0.027,0.001,556.661,4.531,16.027,0.037,0.169,0.005,0.744,0.001,0.01
0.0,-14.001,-7.013,-14.0,-7.0,0.915,0.117,6.579,0.009,0.617,0.62,7367.665,1.0,14.454,15.659,0.028,0.006,-0.0,-376.58,-4.148,16.525,0.06,0.294,0.008,0.747,0.001,0.013
0.0,-14.011,-9.004,-14.0,-9.0,0.91,0.12,6.578,0.009,0.612,0.612,7758.979,1.0,14.159,16.655,-0.005,-0.0,0.0,391.314,0.996,16.219,0.034,0.216,0.006,0.745,0.011,0.004
0.0,-14.01,12.005,-14.0,12.0,0.902,0.12,6.61,0.009,0.608,0.612,7410.138,1.0,14.096,18.45,-0.009,0.031,-0.0,-348.841,1.795,16.156,0.04,0.179,0.005,0.746,0.01,-0.005
0.0,-14.012,0.994,-14.0,1.0,0.928,0.118,6.589,0.009,0.62,0.624,7353.949,1.0,14.429,14.047,0.026,-0.021,-0.0,-56.189,-4.403,16.842,0.089,0.394,0.017,0.753,0.012,0.006
0.0,-14.009,4.002,-14.0,4.0,0.925,0.119,6.595,0.009,0.607,0.608,7528.035,1.0,14.123,14.569,-0.003,0.006,0.0,174.086,0.522,16.474,0.048,0.282,0.008,0.747,0.009,-0.002
0.0,-14.009,7.999,-14.0,8.0,0.916,0.115,6.6,0.008,0.59,0.592,6944.89,1.0,14.195,16.132,-0.009,0.005,-0.001,-583.146,1.562,16.445,0.051,0.243,0.006,0.748,0.009,0.001
0.0,-0.994,-8.006,-1.0,-8.0,0.977,0.118,6.582,0.009,0.609,0.608,7485.649,1.0,14.217,8.067,0.061,-0.018,0.001,540.759,-8.065,16.322,0.036,0.229,0.006,0.748,-0.006,0.006
0.0,-1.991,-3.003,-2.0,-3.0,0.987,0.117,6.589,0.009,0.608,0.612,7245.478,1.0,14.346,3.603,0.01,0.007,-0.0,-240.171,-4.464,16.661,0.019,0.297,0.018,0.749,-0.009,0.003
0.0,-2.003,10.0,-2.0,10.0,0.965,0.119,6.606,0.009,0.606,0.612,7303.707,1.0,14.178,10.199,-0.021,0.017,-0.0,58.229,6.596,16.348,0.044,0.217,0.005,0.746,0.003,0.0
0.0,-2.001,12.002,-2.0,12.0,0.96,0.117,6.611,0.008,0.608,0.612,7084.997,1.0,14.298,12.168,-0.005,0.006,-0.0,-218.71,1.969,16.281,0.038,0.189,0.005,0.748,0.001,-0.002
0.0,-1.997,3.001,-2.0,3.0,0.987,0.118,6.595,0.009,0.598,0.6,7323.795,1.0,14.124,3.604,0.026,-0.016,0.0,238.798,-8.563,16.627,0.025,0.307,0.018,0.748,-0.003,-0.001
0.0,-2.987,-7.005,-3.0,-7.0,0.97,0.118,6.583,0.009,0.621,0.62,7442.332,1.0,14.433,7.615,-0.017,-0.012,0.0,118.536,4.011,16.475,0.053,0.265,0.006,0.75,-0.013,0.005
0.0,-2.988,1.996,-3.0,2.0,0.983,0.116,6.593,0.008,0.604,0.608,7093.857,1.0,14.339,3.593,0.013,0.01,-0.0,-348.475,-4.022,16.547,-0.014,0.0,0.023,0.755,-0.012,0.004
0.0,-2.987,3.004,-3.0,3.0,0.98,0.118,6.595,0.009,0.596,0.596,7389.422,1.0,14.049,4.236,-0.003,0.002,0.0,295.566,0.643,16.586,0.025,0.296,0.015,0.748,-0.013,-0.004
0.0,-3.987,-11.999,-4.0,-12.0,0.944,0.116,6.58,0.009,0.618,0.62,7326.982,1.0,14.503,12.644,-0.036,-0.015,-0.0,-62.441,8.408,16.259,0.052,0.199,0.005,0.747,-0.013,-0.001
0.0,-3.985,-14.006,-4.0,-14.0,0.934,0.119,6.577,0.009,0.603,0.604,7723.409,1.0,14.081,14.562,-0.01,-0.003,0.0,396.427,1.918,16.012,0.037,0.167,0.005,0.743,-0.015,0.006
0.0,-5.991,5.997,-6.0,6.0,0.955,0.116,6.597,0.008,0.61,0.612,7077.85,1.0,14.413,8.477,0.021,0.02,-0.001,-645.559,-6.085,16.571,0.045,0.251,0.006,0.748,-0.009,0.003
0.0,-7.003,9.998,-7.0,10.0,0.938,0.116,6.604,0.008,0.604,0.608,6962.951,1.0,14.333,12.207,-0.017,0.007,-0.0,-114.899,3.73,16.404,0.044,0.22,0.005,0.744,0.003,0.002
0.0,-7.009,13.002,-7.0,13.0,0.927,0.121,6.611,0.009,0.607,0.608,7467.075,1.0,14.019,14.771,-0.01,0.007,0.001,504.124,2.564,16.167,0.05,0.181,0.006,0.744,0.009,-0.002
0.0,-7.989,-8.005,-8.0,-8.0,0.936,0.12,6.57,0.009,0.626,0.627,7426.874,1.0,14.357,11.31,0.009,-0.041,0.0,-40.201,-3.461,16.306,0.053,0.245,0.006,0.746,-0.011,0.005
0.0,-8.005,10.007,-8.0,10.0,0.935,0.118,6.603,0.008,0.606,0.612,7206.119,1.0,14.191,12.815,-0.0,0.033,-0.001,-220.755,1.505,16.299,0.041,0.217,0.005,0.744,0.005,-0.007
0.0,-8.998,-12.004,-9.0,-12.0,0.917,0.12,6.578,0.009,0.599,0.6,7850.814,1.0,13.93,15.002,-0.018,-0.025,0.001,644.695,2.187,16.051,0.042,0.188,0.005,0.746,-0.002,0.004
0.0,-8.996,-7.009,-9.0,-7.0,0.934,0.117,6.58,0.009,0.613,0.612,7352.808,1.0,14.374,11.404,0.017,0.002,-0.001,-498.007,-3.598,16.527,0.053,0.274,0.007,0.747,-0.004,0.009
0.0,9.995,-11.003,10.0,-11.0,0.924,0.118,6.582,0.009,0.609,0.608,7555.735,1.0,14.225,14.865,-0.01,0.002,0.0,202.927,3.461,16.132,0.042,0.179,0.005,0.746,0.005,0.003
0.0,9.99,-8.994,10.0,-9.0,0.934,0.12,6.583,0.009,0.614,0.612,7758.258,1.0,14.157,13.442,0.01,0.001,0.0,202.523,-1.423,16.215,0.053,0.215,0.005,0.745,0.01,-0.006
0.0,9.988,10.006,10.0,10.0,0.928,0.118,6.602,0.009,0.602,0.604,7276.644,1.0,14.145,14.138,-0.006,0.019,-0.001,-481.614,0.695,16.311,0.039,0.197,0.005,0.748,0.012,-0.006
0.0,9.989,1.002,10.0,1.0,0.95,0.118,6.591,0.009,0.622,0.624,7361.769,1.0,14.44,10.039,0.022,-0.011,0.0,85.125,-4.098,16.737,0.063,0.397,0.017,0.751,0.011,-0.002
0.0,10.989,-4.002,11.0,-4.0,0.939,0.118,6.586,0.009,0.605,0.608,7363.265,1.0,14.236,11.695,-0.011,-0.005,0.0,1.496,1.656,16.491,0.039,0.259,0.008,0.747,0.011,0.002
0.0,10.991,-5.003,11.0,-5.0,0.94,0.12,6.586,0.009,0.612,0.616,7664.448,1.0,14.161,12.076,0.001,-0.0,0.0,301.183,0.381,16.349,0.037,0.239,0.006,0.746,0.009,0.003
0.0,10.988,4.002,11.0,4.0,0.939,0.117,6.594,0.009,0.602,0.604,7212.125,1.0,14.221,11.694,-0.001,0.009,-0.001,-452.323,-0.382,16.6,0.041,0.277,0.01,0.746,0.012,-0.002
0.0,10.986,8.009,11.0,8.0,0.929,0.117,6.598,0.008,0.608,0.612,7200.193,1.0,14.29,13.595,-0.01,0.004,-0.0,-11.932,1.901,16.508,0.058,0.254,0.006,0.747,0.014,-0.009
0.0,11.989,-3.0,12.0,-3.0,0.935,0.119,6.589,0.009,0.607,0.608,7540.26,1.0,14.149,12.359,0.006,-0.009,0.0,340.067,-1.237,16.433,0.024,0.271,0.009,0.746,0.011,-0.0
0.0,11.985,13.007,12.0,13.0,0.911,0.121,6.609,0.009,0.613,0.616,7536.494,1.0,14.115,17.687,-0.025,0.02,-0.0,-3.765,5.329,16.159,0.047,0.186,0.005,0.742,0.015,-0.007
0.0,11.992,1.004,12.0,1.0,0.941,0.118,6.591,0.009,0.61,0.612,7415.529,1.0,14.228,12.034,0.03,-0.018,-0.0,-120.965,-5.653,16.69,0.059,0.376,0.017,0.749,0.008,-0.004
0.0,11.992,4.007,12.0,4.0,0.936,0.116,6.594,0.008,0.615,0.616,7079.332,1.0,14.503,12.644,-0.005,0.003,-0.0,-336.197,0.61,16.646,0.043,0.281,0.01,0.747,0.008,-0.007
0.0,11.99,8.01,12.0,8.0,0.925,0.117,6.599,0.008,0.605,0.608,7146.993,1.0,14.285,14.419,-0.011,0.005,0.0,67.66,1.775,16.511,0.055,0.256,0.006,0.745,0.01,-0.01
0.0,12.996,0.004,13.0,0.0,0.934,0.117,6.589,0.009,0.623,0.624,7250.041,1.0,14.521,12.996,0.009,-0.011,0.0,103.048,-1.423,16.764,0.078,0.399,0.018,0.753,0.004,-0.004
0.0,12.998,-14.003,13.0,-14.0,0.898,0.118,6.579,0.009,0.616,0.616,7479.298,1.0,14.381,19.106,-0.036,-0.009,0.0,229.257,6.11,16.052,0.047,0.169,0.005,0.744,0.002,0.003
0.0,12.998,-5.998,13.0,-6.0,0.924,0.119,6.582,0.009,0.624,0.627,7578.733,1.0,14.386,14.315,0.026,0.003,0.0,99.435,-4.791,16.299,0.045,0.235,0.006,0.745,0.002,-0.002
0.0,13.001,-8.003,13.0,-8.0,0.921,0.118,6.582,0.009,0.627,0.631,7400.055,1.0,14.523,15.266,-0.004,-0.0,-0.0,-178.678,0.952,16.255,0.043,0.225,0.006,0.748,-0.001,0.003
0.0,12.997,10.003,13.0,10.0,0.915,0.116,6.601,0.008,0.608,0.612,7085.224,1.0,14.357,16.401,-0.005,0.019,-0.0,-314.831,1.135,16.406,0.047,0.207,0.006,0.747,0.003,-0.003
0.0,12.989,6.01,13.0,6.0,0.924,0.116,6.595,0.008,0.616,0.616,7096.119,1.0,14.509,14.312,0.009,-0.006,0.0,10.895,-2.089,16.566,0.043,0.278,0.007,0.745,0.011,-0.01
0.0,1.006,-10.0,1.0,-10.0,0.969,0.125,6.583,0.01,0.609,0.608,8393.409,1.0,13.767,10.05,0.045,-0.012,0.002,1297.29,-4.262,16.017,0.039,0.203,0.005,0.746,-0.006,-0.0
0.0,0.993,-12.999,1.0,-13.0,0.954,0.117,6.579,0.009,0.616,0.62,7448.591,1.0,14.435,13.037,-0.015,-0.004,-0.001,-944.818,2.986,16.175,0.05,0.178,0.005,0.745,0.007,-0.001
0.0,0.996,-8.998,1.0,-9.0,0.972,0.119,6.583,0.009,0.619,0.62,7546.568,1.0,14.355,9.053,0.018,0.004,0.0,97.977,-3.984,16.342,0.054,0.234,0.006,0.744,0.004,-0.002
0.0,0.983,3.001,1.0,3.0,0.994,0.115,6.594,0.008,0.606,0.608,7051.325,1.0,14.412,3.158,0.021,0.011,-0.001,-495.243,-5.895,16.733,0.021,0.318,0.02,0.749,0.017,-0.001
0.0,0.99,3.998,1.0,4.0,0.989,0.114,6.595,0.008,0.596,0.596,6882.37,1.0,14.344,4.118,-0.005,0.001,-0.0,-168.955,0.96,16.761,0.033,0.305,0.012,0.751,0.01,0.002
0.0,0.997,6.004,1.0,6.0,0.986,0.12,6.597,0.009,0.586,0.588,7622.011,1.0,13.756,6.086,-0.003,0.002,0.001,739.641,1.968,16.387,0.045,0.294,0.007,0.747,0.003,-0.004
0.0,1.996,-2.0,2.0,-2.0,0.991,0.117,6.59,0.009,0.614,0.616,7266.209,1.0,14.422,2.826,0.005,-0.007,-0.0,-355.803,-3.26,16.541,-0.009,0.0,0.03,0.757,0.004,-0.0
0.0,1.992,-7.999,2.0,-8.0,0.973,0.118,6.584,0.009,0.606,0.608,7478.548,1.0,14.217,8.244,-0.018,-0.006,0.0,212.339,5.418,16.366,0.044,0.243,0.006,0.748,0.008,-0.001
0.0,1.978,13.008,2.0,13.0,0.959,0.12,6.611,0.009,0.611,0.612,7381.839,1.0,14.167,13.158,-0.014,0.027,-0.0,-96.709,4.914,16.209,0.045,0.184,0.006,0.747,0.022,-0.008
0.0,1.989,4.01,2.0,4.0,0.985,0.12,6.597,0.009,0.608,0.608,7570.474,1.0,14.118,4.476,0.026,-0.014,0.0,188.635,-8.682,16.604,0.035,0.294,0.012,0.749,0.011,-0.01
0.0,1.984,7.007,2.0,7.0,0.979,0.119,6.6,0.009,0.603,0.604,7388.777,1.0,14.124,7.283,-0.007,0.002,-0.0,-181.697,2.807,16.495,0.052,0.259,0.006,0.748,0.016,-0.007
0.0,2.987,-12.007,3.0,-12.0,0.95,0.12,6.581,0.009,0.617,0.62,7810.994,1.0,14.218,12.373,-0.029,-0.018,0.001,422.217,5.09,16.029,0.034,0.17,0.005,0.747,0.013,0.007
0.0,2.988,-3.002,3.0,-3.0,0.982,0.118,6.589,0.009,0.605,0.608,7392.236,1.0,14.211,4.236,0.032,0.008,-0.001,-418.759,-8.137,16.607,0.024,0.287,0.015,0.748,0.012,0.002
0.0,3.005,-8.997,3.0,-9.0,0.963,0.121,6.583,0.009,0.611,0.612,7874.698,1.0,14.069,9.485,-0.019,-0.006,0.001,482.462,5.249,16.275,0.058,0.236,0.006,0.746,-0.005,-0.003
0.0,2.974,10.003,3.0,10.0,0.963,0.116,6.604,0.008,0.605,0.608,7029.475,1.0,14.332,10.436,0.0,0.021,-0.001,-845.223,0.951,16.441,0.043,0.204,0.005,0.747,0.026,-0.003
0.0,2.981,9.004,3.0,9.0,0.964,0.116,6.603,0.008,0.604,0.608,7039.808,1.0,14.332,9.484,0.001,-0.001,0.0,10.333,-0.952,16.446,0.039,0.209,0.005,0.747,0.019,-0.004
0.0,3.997,-10.003,4.0,-10.0,0.954,0.118,6.583,0.009,0.611,0.612,7494.808,1.0,14.288,10.773,-0.01,-0.02,0.001,455.001,1.288,16.256,0.042,0.21,0.005,0.747,0.003,0.003
0.0,3.986,-0.999,4.0,-1.0,0.974,0.118,6.589,0.009,0.61,0.612,7352.89,1.0,14.289,4.11,0.02,0.007,-0.0,-141.919,-6.663,16.834,0.058,0.481,0.029,0.755,0.014,-0.001
0.0,4.994,-14.005,5.0,-14.0,0.933,0.117,6.578,0.009,0.615,0.616,7506.28,1.0,14.375,14.869,-0.042,-0.011,0.0,153.39,10.76,16.083,0.044,0.174,0.005,0.746,0.006,0.005
0.0,4.993,-6.998,5.0,-7.0,0.959,0.118,6.583,0.009,0.622,0.62,7453.133,1.0,14.443,8.596,0.027,0.004,-0.0,-53.147,-6.273,16.288,0.028,0.239,0.005,0.748,0.007,-0.002
0.0,4.995,3.007,5.0,3.0,0.967,0.118,6.594,0.009,0.597,0.596,7396.465,1.0,14.063,5.83,0.008,0.011,-0.0,-56.667,-2.766,16.569,0.029,0.293,0.013,0.748,0.005,-0.007
0.0,5.994,-10.999,6.0,-11.0,0.939,0.118,6.581,0.009,0.616,0.616,7461.922,1.0,14.373,12.526,-0.028,-0.013,0.0,65.457,6.696,16.131,0.029,0.173,0.005,0.747,0.006,-0.001
0.0,5.997,-12.996,6.0,-13.0,0.932,0.118,6.58,0.009,0.6,0.6,7497.513,1.0,14.157,14.313,-0.008,-0.001,0.0,35.591,1.787,16.132,0.051,0.178,0.005,0.744,0.003,-0.004
0.0,5.984,7.003,6.0,7.0,0.955,0.119,6.599,0.009,0.598,0.604,7373.5,1.0,14.06,9.212,0.023,0.019,-0.0,-124.014,-5.101,16.481,0.054,0.266,0.006,0.748,0.016,-0.003
0.0,6.985,-4.996,7.0,-5.0,0.952,0.117,6.585,0.009,0.615,0.62,7344.234,1.0,14.376,8.588,-0.003,-0.014,0.0,-29.265,-0.624,16.482,0.036,0.251,0.006,0.747,0.015,-0.004
0.0,6.995,-6.0,7.0,-6.0,0.951,0.12,6.583,0.009,0.615,0.62,7721.398,1.0,14.166,9.216,-0.0,-0.002,0.0,377.164,0.628,16.333,0.045,0.225,0.005,0.746,0.005,-0.0
0.0,7.992,3.006,8.0,3.0,0.955,0.116,6.591,0.008,0.603,0.604,7071.397,1.0,14.297,8.539,0.004,0.009,-0.001,-650.001,-0.677,16.643,0.036,0.302,0.011,0.748,0.008,-0.006
0.0,7.991,6.004,8.0,6.0,0.948,0.119,6.594,0.009,0.606,0.608,7358.327,1.0,14.162,9.995,-0.006,0.002,0.0,286.93,1.456,16.508,0.045,0.267,0.007,0.745,0.009,-0.004
0.0,8.988,-0.002,9.0,0.0,0.955,0.118,6.589,0.009,0.599,0.6,7382.257,1.0,14.087,8.988,0.006,-0.005,0.0,23.93,-1.007,16.952,0.109,0.441,0.021,0.756,0.012,0.002
0.0,8.994,-10.996,9.0,-11.0,0.93,0.12,6.582,0.009,0.608,0.608,7763.622,1.0,14.086,14.206,-0.025,-0.007,0.0,381.365,5.218,16.07,0.04,0.177,0.005,0.745,0.006,-0.004
0.0,9.0,-1.997,9.0,-2.0,0.952,0.12,6.588,0.009,0.584,0.588,7589.172,1.0,13.782,9.219,0.022,0.007,-0.0,-174.45,-4.987,16.389,0.032,0.324,0.012,0.748,0.0,-0.003
0.0,8.991,-5.999,9.0,-6.0,0.944,0.12,6.582,0.009,0.627,0.631,7640.617,1.0,14.385,10.809,-0.008,-0.006,0.0,51.445,1.59,16.298,0.049,0.228,0.006,0.746,0.009,-0.001
0.0,8.983,13.011,9.0,13.0,0.921,0.121,6.608,0.009,0.608,0.608,7495.571,1.0,14.047,15.811,-0.023,0.025,-0.0,-145.046,5.002,16.152,0.042,0.187,0.005,0.745,0.017,-0.011
0.0,8.988,1.003,9.0,1.0,0.954,0.119,6.591,0.009,0.618,0.62,7492.098,1.0,14.296,9.044,0.033,-0.017,0.0,-3.472,-6.767,16.749,0.067,0.407,0.018,0.751,0.012,-0.003
0.0,8.986,3.005,9.0,3.0,0.949,0.115,6.593,0.008,0.607,0.608,7009.88,1.0,14.435,9.475,-0.005,0.002,-0.001,-482.219,0.431,16.682,0.035,0.306,0.011,0.749,0.014,-0.005
0.0,0.0,0.0,0.0,0.0,1.0,0.043,4.342,0.001,0.65,0.651,534.223,1.0,23.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,-0.01,-7.021,0.0,-7.0,0.935,0.045,4.339,0.001,0.65,0.651,556.986,1.0,23.21,7.021,-0.065,-0.003,0.0,22.763,7.021,26.359,0.481,0.771,0.067,0.765,0.01,0.021
0.0,0.01,2.981,0.0,3.0,0.946,0.047,4.338,0.001,0.594,0.596,601.45,1.0,22.036,2.981,0.011,-0.0,0.0,44.464,-4.04,23.038,0.624,0.859,0.144,0.826,-0.01,0.019
0.0,-0.006,8.967,0.0,9.0,0.92,0.049,4.33,0.001,0.616,0.62,635.331,1.0,22.068,8.967,-0.026,-0.008,0.0,33.882,5.987,24.05,0.404,0.715,0.046,0.745,0.006,0.033
0.0,-9.979,-13.014,-10.0,-13.0,0.831,0.045,4.345,0.001,0.638,0.639,543.928,1.0,23.091,16.399,-0.089,0.015,-0.0,-91.403,7.432,24.922,0.368,0.524,0.011,0.733,-0.021,0.014
0.0,-9.965,-0.928,-10.0,-1.0,0.938,0.044,4.344,0.001,0.65,0.651,542.797,1.0,23.348,10.008,0.107,-0.002,-0.0,-1.131,-6.391,24.684,0.27,0.46,0.004,0.736,-0.035,-0.072
0.0,-9.972,-7.995,-10.0,-8.0,0.88,0.044,4.343,0.001,0.653,0.651,529.9,1.0,23.462,12.781,-0.058,-0.001,-0.0,-12.897,2.774,24.983,0.329,0.502,0.007,0.735,-0.028,-0.005
0.0,-9.992,10.974,-10.0,11.0,0.85,0.047,4.334,0.001,0.615,0.616,584.389,1.0,22.393,14.841,-0.03,-0.008,0.0,54.489,2.06,22.956,0.208,0.406,0.004,0.737,-0.008,0.026
0.0,-9.961,0.908,-10.0,1.0,0.939,0.047,4.34,0.001,0.619,0.62,591.01,1.0,22.428,10.002,0.089,0.006,0.0,6.621,-4.839,23.293,0.242,0.43,0.004,0.733,-0.039,0.092
0.0,-12.013,10.981,-12.0,11.0,0.839,0.047,4.333,0.001,0.606,0.604,587.756,1.0,22.279,16.275,-0.1,-0.008,-0.0,-3.254,6.273,22.67,0.283,0.504,0.01,0.738,0.013,0.019
0.0,-13.002,-7.058,-13.0,-7.0,0.87,0.044,4.339,0.001,0.642,0.651,539.681,1.0,23.267,14.794,0.031,0.006,-0.0,-48.075,-1.482,24.425,0.224,0.442,0.005,0.737,0.002,0.058
0.0,-12.953,-8.005,-13.0,-8.0,0.87,0.044,4.34,0.001,0.656,0.663,544.414,1.0,23.39,15.227,-0.0,0.001,0.0,4.732,0.434,24.435,0.22,0.432,0.005,0.735,-0.047,0.005
0.0,-12.971,10.997,-13.0,11.0,0.836,0.047,4.33,0.001,0.625,0.631,591.305,1.0,22.54,17.005,-0.034,-0.01,0.0,46.891,1.778,24.354,0.384,0.577,0.021,0.738,-0.029,0.003
0.0,-12.997,1.944,-13.0,2.0,0.904,0.048,4.334,0.001,0.614,0.624,620.585,1.0,22.129,13.142,0.069,0.004,0.0,29.28,-3.863,23.08,0.264,0.484,0.009,0.733,-0.003,0.056
0.0,-13.007,6.053,-13.0,6.0,0.867,0.047,4.335,0.001,0.634,0.631,588.723,1.0,22.638,14.346,-0.037,0.001,-0.0,-31.862,1.205,24.468,0.322,0.534,0.013,0.737,0.007,-0.053
0.0,-12.969,7.983,-13.0,8.0,0.866,0.048,4.336,0.001,0.627,0.627,623.186,1.0,22.371,15.229,-0.001,0.001,0.0,34.463,0.883,24.238,0.347,0.547,0.017,0.736,-0.031,0.017
0.0,-13.987,-11.011,-14.0,-11.0,0.827,0.043,4.338,0.001,0.629,0.635,486.658,1.0,23.401,17.802,-0.039,0.002,-0.0,-136.528,2.573,24.189,0.25,0.462,0.007,0.737,-0.013,0.011
0.0,-13.998,9.933,-14.0,10.0,0.855,0.049,4.333,0.001,0.617,0.624,636.156,1.0,21.999,17.164,0.028,-0.004,0.0,149.498,-0.638,23.843,0.418,0.591,0.026,0.734,-0.002,0.067
0.0,-14.005,11.997,-14.0,12.0,0.831,0.047,4.334,0.001,0.612,0.62,609.217,1.0,22.252,18.441,-0.023,0.001,-0.0,-26.939,1.277,23.628,0.416,0.597,0.026,0.737,0.005,0.003
0.0,-14.0,12.985,-14.0,13.0,0.827,0.045,4.33,0.001,0.617,0.624,545.077,1.0,22.682,19.095,-0.004,-0.004,-0.0,-64.14,0.654,24.108,0.419,0.604,0.026,0.738,-0.0,0.015
0.0,-0.969,2.964,-1.0,3.0,0.941,0.048,4.338,0.001,0.611,0.612,647.84,1.0,22.046,3.118,0.114,0.008,0.0,102.763,-15.977,23.537,0.377,0.741,0.053,0.771,-0.031,0.036
0.0,-0.964,4.997,-1.0,5.0,0.925,0.049,4.338,0.001,0.613,0.616,668.955,1.0,21.908,5.089,-0.016,-0.0,0.0,21.115,1.971,23.401,0.32,0.676,0.033,0.748,-0.036,0.003
0.0,-1.98,0.006,-2.0,0.0,0.98,0.044,4.341,0.001,0.651,0.651,542.518,1.0,23.444,1.98,0.056,0.003,-0.0,-126.437,-3.109,25.086,0.268,0.661,0.034,0.789,-0.02,-0.006
0.0,-1.966,-9.929,-2.0,-10.0,0.894,0.043,4.345,0.001,0.643,0.643,515.968,1.0,23.541,10.122,-0.086,0.004,-0.0,-26.55,8.142,26.605,0.498,0.769,0.062,0.765,-0.034,-0.071
0.0,-1.96,-14.06,-2.0,-14.0,0.867,0.044,4.348,0.001,0.642,0.643,552.751,1.0,23.265,14.196,-0.027,0.003,0.0,36.783,4.075,26.81,0.541,0.778,0.078,0.767,-0.04,0.06
0.0,-1.995,-2.952,-2.0,-3.0,0.928,0.044,4.341,0.001,0.651,0.651,539.661,1.0,23.443,3.563,0.06,-0.007,-0.0,-13.09,-10.633,25.38,0.319,0.68,0.032,0.765,-0.005,-0.048
0.0,-1.965,-8.933,-2.0,-9.0,0.908,0.044,4.347,0.001,0.637,0.639,545.769,1.0,23.297,9.147,-0.019,0.006,0.0,6.108,5.584,26.119,0.474,0.759,0.056,0.76,-0.035,-0.067
0.0,-1.989,2.964,-2.0,3.0,0.931,0.047,4.339,0.001,0.612,0.616,611.052,1.0,22.314,3.57,0.022,-0.008,0.0,65.284,-5.577,23.145,0.229,0.594,0.02,0.759,-0.011,0.036
0.0,-1.979,6.056,-2.0,6.0,0.92,0.049,4.337,0.001,0.617,0.62,654.965,1.0,22.047,6.371,-0.01,-0.002,0.0,43.913,2.802,23.2,0.199,0.53,0.012,0.738,-0.021,-0.056
0.0,-1.971,7.046,-2.0,7.0,0.921,0.046,4.34,0.001,0.629,0.631,598.522,1.0,22.678,7.317,0.0,0.003,-0.0,-56.443,0.946,24.046,0.209,0.533,0.011,0.738,-0.029,-0.046
0.0,-2.963,-11.983,-3.0,-12.0,0.867,0.042,4.348,0.001,0.628,0.627,516.986,1.0,23.419,12.344,-0.054,0.008,-0.0,-81.536,5.027,24.956,0.36,0.673,0.028,0.745,-0.037,-0.017
0.0,-2.989,-7.063,-3.0,-7.0,0.916,0.043,4.343,0.001,0.649,0.651,529.038,1.0,23.58,7.669,0.049,-0.005,0.0,12.052,-4.674,25.058,0.259,0.6,0.015,0.746,-0.011,0.063
0.0,-2.985,10.953,-3.0,11.0,0.874,0.047,4.334,0.001,0.619,0.62,627.485,1.0,22.33,11.353,-0.042,-0.01,0.0,98.447,3.684,23.264,0.195,0.465,0.004,0.729,-0.015,0.047
